ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp
104841.4695,113.9039275, 20251113-10:48:41-450000,35.93919513,126.5488704,7.1613,4,1.5,371394071.3,159295123.3,290.764,113.926592,2794.63,7324.21,-2209.82,24.026,-95.306,15.441,69.324,156.1,0.043,1.617,113.999539,1610,31.3,0,136.2,7.2,72.6,175.2,82.2,189.6,38.4,37.2,0,161,228,3,3,0,0,2,113.9304967, pc_20251113_104841_391.laz,114.0052388, 20251113-104841.463916,1.763E+18
104841.5686,114.0039759, 20251113-10:48:41-550000,35.93919513,126.5488704,7.1625,4,1.5,371394071.5,159295123.7,290.756,114.0266114,2753.53,7215.77,-2210.36,24.402,-96.939,15.442,69.323,156.1,0.049,1.593,114.0995959,1619.5,30.2,0,135,7.2,72.6,172.2,82.2,189.6,37.8,37.2,1,159,233,1,2,1,4,1,114.0305931, pc_20251113_104841_491.laz,114.1027469, 20251113-104841.561504,1.763E+18
104841.6684,114.1032449, 20251113-10:48:41-650000,35.93919514,126.5488703,7.1619,4,1.6,371394072.1,159295122.2,290.758,114.1265722,2711.39,7100.65,-2212.58,24.793,-98.63,15.433,69.314,156.1,0.048,1.598,114.1991424,1623,30.75,0,134.4,7.8,72.6,169.2,82.8,189,37.2,36.6,7,159,230,2,2,0,0,0,114.1297612, pc_20251113_104841_591.laz,114.2030729, 20251113-104841.661850,1.763E+18
104841.7685,114.2049563, 20251113-10:48:41-750000,35.93919514,126.5488703,7.1614,4,1.8,371394072.4,159295122.2,290.756,114.2266036,2666.17,6980.3,-2212.94,25.204,-100.397,15.461,69.314,156.1,0.042,1.614,114.299264,1632,32.15,0,133.8,7.2,72.6,166.2,83.4,189,36.6,36,4,158,235,3,0,4,1,0,114.2310084, pc_20251113_104841_692.laz,114.3035172, 20251113-104841.762294,1.763E+18
104841.8687,114.3043445, 20251113-10:48:41-850000,35.93919515,126.5488703,7.16,4,1.9,371394072.9,159295121.7,290.741,114.3265819,2618.12,6852.71,-2214.35,25.569,-102.22,15.44,69.311,156.1,0.051,1.595,114.399111,1641.5,31,0,133.2,7.2,72,164.4,83.4,189,36,35.4,1,154,237,2,0,0,1,0,114.3297354, pc_20251113_104841_790.laz,114.4040697, 20251113-104841.862847,1.763E+18
104841.9685,114.404459, 20251113-10:48:41-950000,35.93919514,126.5488703,7.1571,4,2,371394071.9,159295122.3,290.749,114.4266215,2567.57,6718.03,-2214.91,25.945,-104.134,15.464,69.309,156.1,0.05,1.592,114.4987952,1645,31.35,0,132,7.8,72.6,161.4,83.4,189,35.4,34.8,0,146,239,1,1,0,4,2,114.4306156, pc_20251113_104841_891.laz,114.5022927, 20251113-104841.961034,1.763E+18
104842.0682,114.5042732, 20251113-10:48:42-050000,35.93919514,126.5488703,7.1557,4,2,371394071.7,159295121.5,290.721,114.5265684,2514.76,6577.96,-2214.43,26.335,-106.09,15.467,69.31,156.1,0.044,1.61,114.5995774,1647.5,31.65,0,129,7.8,75,158.4,84,189,34.8,34.2,0,139,246,3,2,5,1,2,114.5295612, pc_20251113_104841_990.laz,114.6017789, 20251113-104842.060516,1.763E+18
104842.1686,114.6043221, 20251113-10:48:42-150000,35.93919514,126.5488703,7.1547,4,1.1,371394071.8,159295121,290.714,114.6266407,2458.09,6428.84,-2214.53,26.669,-108.133,15.452,69.31,156.1,0.051,1.593,114.6994236,1651,30.2,0,126,8.4,77.4,157.8,84,188.4,34.2,33.6,0,133,247,3,0,0,4,0,114.630509, pc_20251113_104842_091.laz,114.7005966, 20251113-104842.159373,1.763E+18
104842.2684,114.7051023, 20251113-10:48:42-250000,35.93919512,126.5488703,7.1521,4,1.3,371394070.4,159295122,290.718,114.7265985,2395.7,6265.13,-2215.84,26.972,-110.349,15.477,69.312,156.1,0.061,1.57,114.799565,1656,29.6,0,124.2,8.4,79.8,157.2,85.8,187.8,34.2,33.6,0,130,253,0,73,3,0,0,114.7295122, pc_20251113_104842_190.laz,114.8000863, 20251113-104842.258866,1.763E+18
104842.3688,114.8040933, 20251113-10:48:42-350000,35.93919512,126.5488703,7.1538,4,1.4,371394069.8,159295122.3,290.723,114.8265574,2329.4,6088.53,-2219.31,27.266,-112.673,15.468,69.311,156.1,0.051,1.586,114.8998433,1652,29.75,0,124.2,9,81,157.2,87.6,187.8,33.6,33,0,124,254,0,87,2,2,0,114.8294031, pc_20251113_104842_290.laz,114.906718, 20251113-104842.365218,1.763E+18
104842.4687,114.9042945, 20251113-10:48:42-450000,35.93919512,126.5488703,7.1536,4,1.5,371394070.6,159295122.1,290.724,114.9265433,2255.83,5895.85,-2220.95,27.523,-115.19,15.495,69.318,156.1,0.051,1.592,114.9993575,1653.5,30.2,0,123.6,9.6,80.4,153.6,95.4,195,33,32.4,0,120,253,0,103,0,0,0,114.9293302, pc_20251113_104842_390.laz,115.0022806, 20251113-104842.461033,1.763E+18
104842.5688,115.0039457, 20251113-10:48:42-550000,35.93919513,126.5488704,7.1529,4,1.5,371394071.7,159295122.6,290.706,115.0265544,2175.02,5684.31,-2222.99,27.723,-117.731,15.041,69.324,156.1,0.058,1.579,115.0998816,1650.5,29.25,0,121.8,9.6,81.6,150,111.6,219.6,32.4,31.8,6,118,255,0,122,1,0,0,115.0291251, pc_20251113_104842_490.laz,115.1027803, 20251113-104842.561571,1.763E+18
104842.6689,115.1046419, 20251113-10:48:42-650000,35.93919512,126.5488704,7.1534,4,1.6,371394070.9,159295122.8,290.709,115.1265875,2087.57,5454.09,-2221.69,27.887,-120.286,14.086,69.326,156.1,0.066,1.562,115.199684,1654.5,29,0,120,9,82.2,146.4,135,252.6,31.8,31.2,8,114,249,0,146,0,3,0,115.1293036, pc_20251113_104842_590.laz,115.2015952, 20251113-104842.660363,1.763E+18
104842.7686,115.206668, 20251113-10:48:42-750000,35.93919512,126.5488704,7.1549,4,1.8,371394070.2,159295123.2,290.699,115.2266011,1994.29,5205.1,-2212.56,28.049,-122.855,12.627,69.323,156.1,0.059,1.562,115.2995741,1646.5,28.85,0,119.4,8.4,86.4,142.2,154.8,278.4,31.8,31.2,1,112,252,0,167,1,0,3,115.2293973, pc_20251113_104842_690.laz,115.2974977, 20251113-104842.756288,1.763E+18
104842.8685,115.3043096, 20251113-10:48:42-850000,35.93919512,126.5488703,7.1543,4,1.9,371394070.5,159295122.2,290.708,115.3266215,1892.12,4933.69,-2193.24,28.206,-125.372,10.352,69.322,156.1,0.055,1.587,115.3997565,1648,29.9,0,119.4,8.4,89.4,138.6,160.2,280.8,31.2,30.6,0,113,247,2,174,0,2,5,115.3297242, pc_20251113_104842_791.laz,115.4017373, 20251113-104842.860492,1.763E+18
104842.9692,115.4037566, 20251113-10:48:42-950000,35.93919513,126.5488703,7.1524,4,2,371394071.2,159295122.5,290.732,115.4266547,1779.93,4636.8,-2153.77,28.32,-127.941,7.377,69.319,156.1,0.065,1.567,115.4995095,1650.5,29.2,0,120,7.8,90.6,137.4,154.2,267.6,30.6,30,0,114,250,2,185,0,0,4,115.4296094, pc_20251113_104842_890.laz,115.5032169, 20251113-104842.961735,1.763E+18
104843.0683,115.5042438, 20251113-10:48:43-050000,35.93919514,126.5488703,7.1496,4,2,371394072.5,159295121.9,290.725,115.5266594,1661.77,4323.49,-2090.32,28.429,-130.591,4.041,69.319,156.1,0.065,1.566,115.5990074,1657,28.35,0,120.6,6.6,90.6,135.6,143.4,243,30,29.4,0,115,243,0,204,2,2,4,115.5302079, pc_20251113_104842_991.laz,115.6034068, 20251113-104843.062187,1.763E+18
104843.1689,115.6037857, 20251113-10:48:43-150000,35.93919514,126.5488703,7.1501,4,1.1,371394072.2,159295121.9,290.713,115.6265669,1538.76,3998.04,-1996.46,28.528,-133.303,0.319,69.322,156.1,0.065,1.561,115.6998268,1654,27.65,0,120,6.6,91.8,134.4,126.6,207.6,29.4,28.8,0,115,226,0,216,1,3,70,115.6299496, pc_20251113_104843_091.laz,115.7024839, 20251113-104843.161270,1.763E+18
104843.2687,115.7040684, 20251113-10:48:43-250000,35.93919513,126.5488704,7.1521,4,1.3,371394072,159295122.5,290.731,115.7265699,1413.95,3667.64,-1867.55,28.657,-135.999,-3.895,69.326,156.1,0.064,1.575,115.7992496,1650.5,27.35,0,118.2,6,90,138.6,106.8,172.2,29.4,28.8,0,117,202,1,209,0,5,71,115.7300429, pc_20251113_104843_191.laz,115.8034856, 20251113-104843.262255,1.763E+18
104843.3686,115.8039426, 20251113-10:48:43-350000,35.93919513,126.5488704,7.1521,4,1.4,371394071.6,159295122.7,290.712,115.8265663,1294.37,3350.63,-1709.78,28.735,-138.623,-8.221,69.325,156.1,0.071,1.558,115.8992797,1645.5,27.3,0,115.8,4.8,81.6,148.8,91.8,154.2,28.8,28.2,4,119,157,3,137,4,10,81,115.8301242, pc_20251113_104843_291.laz,115.9044693, 20251113-104843.363220,1.763E+18
104843.4683,115.9034913, 20251113-10:48:43-450000,35.93919512,126.5488704,7.1504,4,1.5,371394070.7,159295122.7,290.717,115.9266331,1188.84,3071.35,-1537.61,28.789,-140.967,-12.42,69.326,156.1,0.081,1.532,115.9995527,1653,23.85,0,117.6,4.2,55.2,235.8,76.8,180.6,24.6,24.6,8,123,111,2,16,15,7,90,115.930705, pc_20251113_104843_391.laz,116.0011356, 20251113-104843.459900,1.763E+18
104843.5688,116.0032277, 20251113-10:48:43-550000,35.93919511,126.5488704,7.149,4,1.5,371394069.2,159295123.2,290.711,116.026559,1127.4,2907.29,-1429.03,28.822,-142.86,-13.653,69.32,156.1,0.084,1.53,116.0993695,1657.5,12.15,0,118.2,9,45,286.8,72,193.8,13.2,15,9,116,39,0,17,124,14,102,116.0298871, pc_20251113_104843_491.laz,116.1030827, 20251113-104843.561836,1.763E+18
104843.6682,116.1040234, 20251113-10:48:43-650000,35.93919507,126.5488703,7.1461,4,1.6,371394065.7,159295122,290.714,116.1265605,1140.15,2945.98,-1434.38,29.027,-142.377,-13.74,69.333,156.1,0.125,1.468,116.1995597,1590.5,4.9,0,105,21,90,160.8,94.8,183.6,10.2,13.8,8,117,15,27,7,155,6,100,116.129853, pc_20251113_104843_591.laz,116.2007192, 20251113-104843.659487,1.763E+18
104843.769,116.2043793, 20251113-10:48:43-750000,35.93919504,126.5488704,7.1427,4,0.8,371394062.8,159295125.3,290.701,116.2266032,1185.25,3071.53,-1495.45,29.224,-140.9,-13.178,69.353,156.1,0.159,1.429,116.2995709,1595,9.15,0,99.6,15,130.8,73.2,99,163.8,13.8,18.6,4,127,6,66,4,171,8,114,116.2299366, pc_20251113_104843_691.laz,116.3004958, 20251113-104843.759261,1.763E+18
104843.8684,116.3038246, 20251113-10:48:43-850000,35.9391951,126.5488704,7.1447,4,0.9,371394067.7,159295127.5,290.69,116.3266702,1190.56,3076.5,-1511.38,29.279,-141.176,-12.06,69.328,156.1,0.086,1.577,116.3995708,1605,12.65,0,114,7.8,102,152.4,63.6,136.8,18.6,28.8,4,129,20,156,4,187,7,142,116.3301074, pc_20251113_104843_791.laz,116.3989599, 20251113-104843.857730,1.763E+18
104843.9688,116.4036987, 20251113-10:48:43-950000,35.93919519,126.5488703,7.1536,4,0.9,371394075.9,159295123.2,290.716,116.4265952,1176.04,3021.74,-1499.85,29.261,-142.491,-10.275,69.263,156,0.003,1.712,116.499293,1578.5,11.4,0,124.8,6.6,60.6,232.2,37.8,129.6,13.8,77.4,5,143,28,220,4,184,11,145,116.429856, pc_20251113_104843_891.laz,116.5013384, 20251113-104843.960119,1.763E+18
104844.0688,116.5035631, 20251113-10:48:44-050000,35.93919518,126.5488702,7.1523,4,1,371394072.6,159295117.7,290.781,116.5265726,1205.25,3094.85,-1540.47,29.167,-142.291,-8.117,69.201,155.9,0.088,1.483,116.599534,1575.5,20,0,114.6,7.2,36.6,181.2,30,113.4,10.2,131.4,2,137,22,254,3,187,6,139,116.53049, pc_20251113_104843_991.laz,116.601893, 20251113-104844.060613,1.763E+18
104844.1688,116.6036248, 20251113-10:48:44-150000,35.93919507,126.5488702,7.1442,4,1.1,371394055,159295122.8,290.842,116.6265703,1294.98,3308.72,-1639.11,29.426,-140.408,-5.504,69.042,155.8,0.154,1.433,116.6995228,1520,10.1,0,102,7.8,23.4,137.4,27.6,103.2,12,143.4,0,132,15,260,3,187,10,136,116.6300104, pc_20251113_104844_091.laz,116.7032854, 20251113-104844.162050,1.763E+18
104844.2687,116.7041286, 20251113-10:48:44-250000,35.93919502,126.5488701,7.1385,4,1.3,371394037,159295125.1,291.057,116.7265771,1432.5,3597.16,-1761.68,29.662,-137.519,-2.877,68.679,155.5,0.119,1.486,116.7995024,1583,37.05,0,100.8,7.2,18.6,100.2,25.2,91.8,17.4,118.2,0,126,16,265,0,185,5,128,116.729942, pc_20251113_104844_191.laz,116.7997467, 20251113-104844.258514,1.763E+18
104844.3683,116.8033815, 20251113-10:48:44-350000,35.93919506,126.5488698,7.1449,4,1.4,371394024.8,159295114,291.448,116.8265936,1603.86,3935.22,-1889.84,29.665,-133.92,-0.376,68.196,155.1,0.083,1.522,116.8994953,1597,23.2,0,112.8,6.6,18,78,25.2,91.2,24,93,1,128,11,365,1,190,5,126,116.8298744, pc_20251113_104844_291.laz,116.9017747, 20251113-104844.360545,1.763E+18
104844.4689,116.9032394, 20251113-10:48:44-450000,35.93919511,126.5488694,7.1523,4,1.5,371394013.2,159295102.2,292.043,116.9266261,1793.05,4298.92,-2002.14,29.537,-130.027,2.16,67.701,154.6,0.069,1.565,116.9996546,1590,24,0,131.4,7.2,19.2,69,27,98.4,30.6,78,2,119,5,402,1,185,4,127,116.9303603, pc_20251113_104844_391.laz,116.9997846, 20251113-104844.458559,1.763E+18
104844.5682,117.0038376, 20251113-10:48:44-550000,35.93919513,126.5488692,7.1559,4,1.5,371393997.2,159295096.5,292.551,117.0266559,1997.26,4676.8,-2077.43,29.425,-126.105,4.964,67.197,154.1,0.041,1.597,117.0992766,1598,29.8,0,142.8,7.8,19.8,63.6,28.8,103.2,36,63.6,8,106,5,406,3,189,6,126,117.0300527, pc_20251113_104844_492.laz,117.1029099, 20251113-104844.561672,1.763E+18
104844.6685,117.1039081, 20251113-10:48:44-650000,35.93919515,126.5488689,7.1594,4,1.6,371393980.7,159295090,293.047,117.1266049,2210.17,5048.85,-2099.96,29.448,-122.334,7.855,66.663,153.6,0.021,1.617,117.1995459,1590.5,25.8,0,141,9.6,19.8,66,32.4,111,40.8,56.4,5,46,5,405,7,182,0,120,117.1296052, pc_20251113_104844_590.laz,117.2005532, 20251113-104844.659325,1.763E+18
104844.7684,117.2044649, 20251113-10:48:44-750000,35.93919515,126.5488686,7.1603,4,1.8,371393962.1,159295081.5,293.557,117.2265995,2421.41,5405.74,-2073.65,29.514,-118.824,10.917,66.151,153.1,0.031,1.583,117.2992091,1593.5,30.65,0,133.8,18,19.8,76.2,42,115.8,47.4,58.2,0,7,6,403,0,153,1,111,117.2300319, pc_20251113_104844_691.laz,117.3037682, 20251113-104844.762545,1.763E+18
104844.8687,117.3039152, 20251113-10:48:44-850000,35.93919512,126.5488683,7.1566,4,1.9,371393943.5,159295073,294.048,117.3265662,2617.75,5739.43,-2015.58,29.57,-115.417,13.562,65.739,152.6,0.054,1.549,117.3991173,1603,34.95,0,128.4,25.8,20.4,90,58.2,137.4,58.8,67.2,58,3,2,392,0,123,1,106,117.3299132, pc_20251113_104844_791.laz,117.4045808, 20251113-104844.863371,1.763E+18
104844.9684,117.403771, 20251113-10:48:44-950000,35.9391951,126.5488681,7.1498,4,2,371393923.4,159295069.4,294.47,117.4266711,2809.37,6024.21,-1949.92,29.568,-111.86,14.603,65.238,152.1,0.069,1.527,117.4998105,1620.5,32.3,0,129,22.2,21,99.6,72.6,164.4,63.6,70.2,99,10,5,381,0,112,1,105,117.4308682, pc_20251113_104844_892.laz,117.5039553, 20251113-104844.962743,1.763E+18
104845.0682,117.503527, 20251113-10:48:45-050000,35.93919512,126.5488678,7.1454,4,2,371393908.3,159295063.7,294.86,117.5265924,2991.8,6278.64,-1885.19,29.516,-108.316,14.978,64.761,151.7,0.034,1.579,117.5999778,1636,30.95,0,134.4,12,21,106.8,81.6,185.4,72.6,59.4,124,8,1,378,2,103,0,107,117.5299894, pc_20251113_104844_991.laz,117.6043357, 20251113-104845.063123,1.763E+18
104845.1688,117.6036891, 20251113-10:48:45-150000,35.9391952,126.5488675,7.1448,4,1.1,371393900.5,159295051.8,295.297,117.6266117,3163.37,6511.78,-1810.22,29.448,-104.926,15.185,64.328,151.2,-0.004,1.628,117.699243,1639.5,29.25,0,133.2,8.4,21,114,87.6,199.2,75,51.6,142,5,0,374,3,93,1,101,117.629599, pc_20251113_104845_090.laz,117.7036012, 20251113-104845.162347,1.763E+18
104845.2685,117.7047761, 20251113-10:48:45-250000,35.93919524,126.5488673,7.1435,4,1.3,371393892.2,159295042.6,295.741,117.7265856,3319.6,6732.08,-1721.54,29.314,-101.679,15.341,63.977,150.9,0.021,1.587,117.7994219,1646,28.25,0,120.6,6.6,21,118.8,92.4,205.2,74.4,51.6,161,5,2,369,0,71,0,101,117.729579, pc_20251113_104845_190.laz,117.8037937, 20251113-104845.262529,1.763E+18
104845.3683,117.8033412, 20251113-10:48:45-350000,35.93919522,126.5488672,7.1428,4,1.4,371393877.5,159295040.7,296.061,117.8266255,3471.03,6941.17,-1632.22,29.08,-98.44,15.393,63.644,150.5,0.051,1.533,117.8992667,1646,29.3,0,102.6,5.4,21.6,123,95.4,206.4,74.4,53.4,173,7,1,252,0,33,7,103,117.8307708, pc_20251113_104845_292.laz,117.899809, 20251113-104845.358542,1.763E+18
104845.4686,117.903673, 20251113-10:48:45-450000,35.93919519,126.548867,7.1393,4,1.5,371393862.6,159295036.5,296.358,117.9265862,3618.78,7141.83,-1559.31,28.668,-95.144,15.398,63.333,150.2,0.062,1.525,117.9995085,1642.5,30.55,0,94.8,4.8,22.8,122.4,97.2,206.4,72,60,182,3,5,246,1,8,4,103,117.9303741, pc_20251113_104845_391.laz,118.0005436, 20251113-104845.459320,1.763E+18
104845.5683,118.0039199, 20251113-10:48:45-550000,35.93919519,126.5488668,7.14,4,1.5,371393851.4,159295031.1,296.668,118.0265802,3759.29,7333.53,-1515.76,27.967,-91.806,15.395,63.059,149.9,0.06,1.524,118.0993956,1644,30.6,0,102.6,4.2,22.8,121.2,98.4,206.4,70.2,65.4,193,2,3,235,3,1,6,102,118.0292018, pc_20251113_104845_490.laz,118.098541, 20251113-104845.557318,1.763E+18
104845.6689,118.1038348, 20251113-10:48:45-650000,35.93919522,126.5488667,7.1472,4,1.6,371393844.9,159295026,296.964,118.12662,3892.7,7505.6,-1500.93,27.087,-88.586,15.385,62.786,149.6,0.028,1.562,118.1995062,1641.5,30.05,0,119.4,3.6,22.2,127.2,96.6,207,70.2,69,194,1,3,228,3,0,3,103,118.1295615, pc_20251113_104845_590.laz,118.2065052, 20251113-104845.665257,1.763E+18
104845.7685,118.2043356, 20251113-10:48:45-750000,35.93919528,126.5488665,7.1488,4,1.8,371393841.2,159295019.1,297.225,118.2265976,4016.92,7657.97,-1500.79,26.154,-85.553,15.353,62.522,149.4,-0.015,1.619,118.3010378,1640.5,30.1,0,136.2,3,22.8,136.2,94.2,208.2,71.4,72.6,192,1,0,209,1,2,3,104,118.2293207, pc_20251113_104845_690.laz,118.2992559, 20251113-104845.758054,1.763E+18
104845.8684,118.3037975, 20251113-10:48:45-850000,35.93919531,126.5488664,7.1448,4,1.9,371393834.8,159295014.5,297.441,118.3266005,4131.59,7796.91,-1498.29,25.241,-82.689,15.307,62.28,149.1,-0.03,1.65,118.3993421,1642.5,30.25,0,145.2,3.6,27.6,139.8,93,208.2,72.6,76.8,189,2,2,190,0,1,2,104,118.3292111, pc_20251113_104845_790.laz,118.4023376, 20251113-104845.861127,1.763E+18
104845.9689,118.4041707, 20251113-10:48:45-950000,35.9391953,126.5488662,7.1398,4,2,371393825.7,159295011.7,297.695,118.4265912,4236.06,7919.45,-1486.82,24.405,-80.099,15.316,62.054,148.9,-0.031,1.637,118.5004809,1647.5,30.3,0,138.6,4.2,36,140.4,93,208.2,73.2,79.2,185,2,4,167,0,0,3,104,118.4298263, pc_20251113_104845_891.laz,118.50037, 20251113-104845.959164,1.763E+18
104846.0686,118.5037641, 20251113-10:48:46-050000,35.9391953,126.5488661,7.1396,4,2,371393818.3,159295006.6,297.953,118.5266648,4318.06,8010.06,-1478.25,23.74,-78.093,15.33,61.865,148.7,-0.033,1.627,118.5998343,1663.5,26.95,0,124.2,4.2,38.4,129.6,95.4,207.6,71.4,77.4,182,0,2,151,2,1,3,108,118.5309261, pc_20251113_104845_992.laz,118.6015027, 20251113-104846.060278,1.763E+18
104846.1684,118.6040365, 20251113-10:48:46-150000,35.93919529,126.548866,7.138,4,2.2,371393808.1,159295002.7,298.169,118.6266498,4389.6,8065.3,-1491.18,23.087,-76.613,15.342,61.63,148.4,-0.005,1.588,118.6991278,1631.5,12.95,0,110.4,3,39,123,97.2,207,70.2,76.8,175,2,0,128,1,4,2,107,118.6297071, pc_20251113_104846_091.laz,118.6990868, 20251113-104846.157864,1.763E+18
104846.2683,118.7038902, 20251113-10:48:46-250000,35.93919528,126.5488659,7.1325,4,1.3,371393798.6,159294999.6,298.372,118.7266202,4442.19,8091.31,-1541.67,22.392,-75.616,15.363,61.419,148.2,-0.001,1.572,118.799742,1625.5,16.2,0,106.8,1.8,42,123,97.8,206.4,69,75.6,170,0,0,106,0,1,2,105,118.7299951, pc_20251113_104846_191.laz,118.8021548, 20251113-104846.260873,1.763E+18
104846.3688,118.8030865, 20251113-10:48:46-350000,35.93919529,126.5488657,7.1277,4,1.4,371393791.1,159294994.7,298.603,118.82661,4481.13,8090.45,-1631.61,21.622,-75.012,15.362,61.205,148,-0.004,1.583,118.899713,1628.5,11.6,0,118.2,0.6,42,129,97.8,206.4,65.4,72.6,161,2,0,78,18,2,3,103,118.8299727, pc_20251113_104846_291.laz,118.9011676, 20251113-104846.359929,1.763E+18
104846.4684,118.9042343, 20251113-10:48:46-450000,35.93919532,126.5488656,7.1336,4,1.5,371393785.8,159294991.8,298.836,118.9266625,4508.45,8063.78,-1751.6,20.814,-74.79,15.352,60.981,147.8,-0.029,1.606,118.9991723,1636,8.9,0,140.4,0.6,34.2,134.4,93.6,207.6,52.8,58.8,161,1,4,19,63,5,7,105,118.9302965, pc_20251113_104846_391.laz,119.0020293, 20251113-104846.460739,1.763E+18
104846.5688,119.0038204, 20251113-10:48:46-550000,35.93919536,126.5488655,7.1403,4,1.5,371393781.9,159294986.5,299.074,119.0266009,4527.4,8024.01,-1875.96,20.098,-74.79,15.309,60.764,147.6,-0.062,1.665,119.0999027,1592.5,3.95,0,162,1.2,28.2,136.8,90,208.8,36.6,40.8,153,2,0,12,65,7,8,95,119.0297404, pc_20251113_104846_491.laz,119.104015, 20251113-104846.562787,1.763E+18
104846.6684,119.1039144, 20251113-10:48:46-650000,35.9391954,126.5488654,7.1483,4,1.6,371393778.4,159294981.1,299.311,119.1266368,4546.24,7987.41,-1974.78,19.521,-74.806,15.264,60.556,147.4,-0.087,1.698,119.1988952,1558,2.5,0,173.4,1.8,24.6,138,87.6,209.4,27.6,30,132,2,0,6,70,2,6,90,119.1295677, pc_20251113_104846_590.laz,119.2017873, 20251113-104846.660570,1.763E+18
104846.7687,119.2037828, 20251113-10:48:46-750000,35.93919543,126.5488652,7.1501,4,0.8,371393773.1,159294976.1,299.514,119.2266565,4568.24,7959.13,-2035.39,19.125,-74.807,15.254,60.35,147.2,-0.088,1.684,119.2996559,1574,10.45,0,173.4,2.4,24,138,86.4,209.4,26.4,15,104,4,38,5,83,5,0,89,119.2297476, pc_20251113_104846_691.laz,119.3020161, 20251113-104846.760796,1.763E+18
104846.8688,119.3038448, 20251113-10:48:46-850000,35.93919543,126.5488651,7.1471,4,0.9,371393765.9,159294972.4,299.695,119.3266405,4590.3,7940.75,-2058.04,18.968,-74.801,15.245,60.172,147,-0.079,1.671,119.3992567,1569.5,6.55,0,165,3,25.8,136.8,88.2,208.2,29.4,6.6,28,4,84,5,99,10,4,88,119.3304598, pc_20251113_104846_791.laz,119.401237, 20251113-104846.859949,1.763E+18
104846.9688,119.4036647, 20251113-10:48:46-950000,35.93919542,126.5488651,7.1472,4,0.9,371393758.8,159294970.4,299.857,119.4266056,4611.09,7930.77,-2054.85,18.951,-74.778,15.234,60.025,146.8,-0.064,1.64,119.5011947,1567.5,5.6,0,153,3,28.8,134.4,90,204.6,30,3.6,9,67,145,16,97,6,1,88,119.4307104, pc_20251113_104846_891.laz,119.504173, 20251113-104846.962968,1.763E+18
104847.0693,119.5036283, 20251113-10:48:47-050000,35.9391954,126.548865,7.1501,4,1,371393751.2,159294969.3,300,119.5265888,4633.88,7920.18,-2040.69,19.031,-74.762,15.129,59.867,146.7,-0.054,1.619,119.5991734,1565,6.2,0,138.6,3,32.4,129.6,90.6,199.8,27.6,2.4,11,125,177,16,84,2,6,89,119.5303449, pc_20251113_104846_991.laz,119.5648674, 20251113-104847.023640,1.763E+18
104847.1688,119.6033767, 20251113-10:48:47-150000,35.9391954,126.5488649,7.1532,4,1.1,371393746.7,159294965,300.123,119.6266433,4649.83,7912.41,-2029.06,19.095,-74.753,15.024,59.755,146.5,-0.049,1.597,119.7004307,1551.5,8,0,129,3.6,39.6,127.2,91.8,197.4,21,1.8,14,151,190,13,48,1,4,80,119.6314685, pc_20251113_104847_092.laz,119.7005282, 20251113-104847.159324,1.763E+18
104847.2685,119.7039658, 20251113-10:48:47-250000,35.9391954,126.5488649,7.1568,4,1.3,371393742.4,159294963.1,300.282,119.7266065,4654.67,7894.03,-2034.58,19.136,-74.96,14.996,59.669,146.4,-0.037,1.598,119.799441,1556.5,11,0,130.2,3,43.2,135.6,91.2,197.4,21.6,1.8,13,168,198,13,13,8,7,72,119.7299485, pc_20251113_104847_191.laz,119.7994992, 20251113-104847.258274,1.763E+18
104847.3686,119.804015, 20251113-10:48:47-350000,35.93919541,126.5488648,7.1579,4,1.4,371393739.9,159294963.4,300.349,119.8266121,4652.54,7861.45,-2058.87,19.125,-75.375,14.979,59.579,146.4,-0.044,1.598,119.89919,1542.5,13.45,0,141.6,3.6,48,141,90.6,197.4,27,2.4,9,174,206,9,6,5,3,72,119.8299251, pc_20251113_104847_291.laz,119.9047394, 20251113-104847.363505,1.763E+18
104847.4685,119.9040926, 20251113-10:48:47-450000,35.93919543,126.5488648,7.1578,4,1.5,371393739.9,159294961.3,300.416,119.9266138,4637.37,7813.3,-2091.78,19.21,-76.108,14.985,59.513,146.3,-0.068,1.644,119.9991047,1536.5,20.1,0,156,4.2,48.6,151.2,88.2,198,27.6,2.4,9,172,214,7,4,4,4,74,119.9296869, pc_20251113_104847_391.laz,120.0028115, 20251113-104847.461573,1.763E+18
