ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp
104755.5685,68.00399078, 20251113-10:47:55-550000,35.93919665,126.5488807,7.141,4,1.5,371394749.1,159295261.8,272.127,68.0264231,292.77,7363.73,-2302.64,23.814,-104.621,25.61,87.877,174.7,0.277,1.403,68.09960907,1570,7.35,0,132.6,4.2,12.6,62.4,6.6,51.6,2.4,1.8,3,171,1,4,3,0,143,0,68.03115061, pc_20251113_104755_492.laz,68.10273889, 20251113-104755.561493,1.763E+18
104755.6685,68.10430227, 20251113-10:47:55-650000,35.93919666,126.5488807,7.1436,4,1.6,371394750.6,159295262.2,272.129,68.12632899,293.55,7363.29,-2298.1,23.877,-104.64,25.586,87.873,174.7,0.268,1.422,68.19918202,1547,8.6,0,147,4.2,10.8,64.8,3.6,52.8,10.8,4.8,3,182,7,2,3,1,170,2,68.12940656, pc_20251113_104755_590.laz,68.20800663, 20251113-104755.666799,1.763E+18
104755.7683,68.20641437, 20251113-10:47:55-750000,35.93919667,126.5488807,7.1469,4,0.8,371394751.7,159295261.1,272.13,68.22634928,294,7367.48,-2280.24,24.045,-104.655,25.572,87.874,174.7,0.261,1.443,68.30205941,1534.5,13.5,0,154.2,4.8,9.6,66,2.4,52.8,50.4,7.2,5,191,3,1,1,1,173,6,68.22920347, pc_20251113_104755_690.laz,68.30301456, 20251113-104755.761796,1.763E+18
104755.8684,68.30645075, 20251113-10:47:55-850000,35.93919669,126.5488807,7.1468,4,0.9,371394754.8,159295259.1,272.128,68.32634004,289.45,7379.31,-2240.65,24.375,-104.662,25.566,87.914,174.7,0.261,1.459,68.39883394,1542,15.95,0,151.8,6,9.6,66,2.4,53.4,84,5.4,4,192,0,29,1,4,181,7,68.32927866, pc_20251113_104755_790.laz,68.40625503, 20251113-104755.864980,1.763E+18
104755.9689,68.40589989, 20251113-10:47:55-950000,35.93919669,126.5488807,7.1439,4,0.9,371394757.2,159295259.5,272.079,68.42640253,274.14,7398,-2181.56,24.783,-104.662,25.575,88.033,174.7,0.285,1.403,68.49947132,1543.5,16.9,0,142.8,6.6,10.2,66,3,53.4,103.2,4.2,4,191,8,78,2,2,189,8,68.4297479, pc_20251113_104755_891.laz,68.50488684, 20251113-104755.963607,1.763E+18
104756.0697,68.50646664, 20251113-10:47:56-050000,35.93919669,126.5488809,7.1421,4,1,371394760.7,159295262.2,271.956,68.52636514,254.66,7419.58,-2113.11,25.308,-104.654,25.583,88.189,174.9,0.295,1.394,68.59957781,1548,16.7,0,132.6,7.2,11.4,64.8,4.2,53.4,116.4,4.2,3,188,6,94,0,0,191,7,68.52954508, pc_20251113_104755_990.laz,68.60559789, 20251113-104756.064360,1.763E+18
104756.1688,68.60587276, 20251113-10:47:56-150000,35.93919672,126.548881,7.1399,4,1.1,371394768.9,159295261.4,271.728,68.62634828,224.48,7440.66,-2046.27,25.798,-104.642,25.593,88.428,175.1,0.299,1.365,68.69975564,1547,17.5,0,127.8,6.6,11.4,64.8,4.8,52.8,123.6,3.6,4,182,8,114,0,1,194,3,68.62945744, pc_20251113_104756_090.laz,68.70266775, 20251113-104756.161427,1.763E+18
104756.2687,68.70461678, 20251113-10:47:56-250000,35.93919677,126.5488811,7.1409,4,1.3,371394781.3,159295258.8,271.48,68.7263884,178.23,7458.84,-1987.58,26.246,-104.632,25.596,88.787,175.4,0.308,1.357,68.79927748,1550,18.4,0,129.6,6.6,13.8,76.2,4.8,52.8,135,3.6,4,170,0,125,0,0,195,0,68.73033959, pc_20251113_104756_191.laz,68.80472955, 20251113-104756.263516,1.763E+18
104756.3684,68.80408859, 20251113-10:47:56-350000,35.93919684,126.5488814,7.1414,4,1.4,371394797.2,159295259.5,271.135,68.82644427,122.43,7481.18,-1933.98,26.64,-104.535,25.594,89.218,175.8,0.314,1.355,68.89931437,1547,19.7,0,133.2,6.6,21.6,96,4.8,52.8,151.8,4.8,9,155,0,131,3,38,194,1,68.82924843, pc_20251113_104756_290.laz,68.9029329, 20251113-104756.361729,1.763E+18
104756.4684,68.90441704, 20251113-10:47:56-450000,35.93919692,126.5488816,7.1437,4,1.5,371394816.6,159295257.5,270.682,68.92638769,52.42,7513.37,-1879.34,27.033,-104.295,25.588,89.76,176.4,0.305,1.379,68.99915862,1547,23.65,0,134.4,7.2,28.8,112.8,4.8,53.4,167.4,5.4,11,127,6,143,6,78,192,1,68.92973147, pc_20251113_104756_391.laz,69.00198449, 20251113-104756.460751,1.763E+18
104756.5684,69.00385184, 20251113-10:47:56-550000,35.93919703,126.548882,7.1446,4,1.5,371394841.2,159295255.6,270.104,69.02637441,-35.98,7558.08,-1821.27,27.364,-103.876,25.588,90.431,177,0.318,1.363,69.09969075,1558,22.2,0,128.4,9.6,36,124.8,4.8,53.4,176.4,6,3,59,3,156,23,100,193,1,69.02964086, pc_20251113_104756_490.laz,69.10275122, 20251113-104756.561544,1.763E+18
104756.6683,69.1039683, 20251113-10:47:56-650000,35.93919716,126.5488824,7.1406,4,1.6,371394869.8,159295256.9,269.378,69.1264212,-142.16,7611.92,-1764.33,27.615,-103.297,25.59,91.227,177.8,0.331,1.322,69.19892833,1575,20.8,0,118.2,21,39,123,7.2,52.8,169.8,7.2,65,10,4,167,4,81,188,1,69.13050161, pc_20251113_104756_591.laz,69.19995491, 20251113-104756.658737,1.763E+18
104756.7684,69.20370324, 20251113-10:47:56-750000,35.9391973,126.5488829,7.1341,4,1.8,371394901.3,159295255.4,268.55,69.22635042,-266.36,7674.08,-1723.04,27.657,-102.518,25.622,92.139,178.7,0.359,1.255,69.29960946,1559.5,11.85,0,117,19.8,30.6,112.2,8.4,52.8,156,8.4,102,11,5,185,5,79,190,5,69.22926053, pc_20251113_104756_690.laz,69.30533552, 20251113-104756.764076,1.763E+18
104756.8682,69.30350869, 20251113-10:47:56-850000,35.93919747,126.5488834,7.1298,4,1.9,371394936.6,159295256,267.6,69.32633342,-407.01,7726.87,-1707.92,27.564,-101.722,25.593,93.163,179.7,0.375,1.252,69.3994604,1537.5,13.45,0,124.8,9.6,23.4,111.6,6.6,54,157.2,9.6,117,5,7,194,6,78,185,2,69.32933497, pc_20251113_104756_790.laz,69.40202784, 20251113-104756.860770,1.763E+18
104756.9685,69.40334381, 20251113-10:47:56-950000,35.93919772,126.5488839,7.1352,4,2,371394980.9,159295251.1,266.54,69.4263606,-557.74,7790.88,-1699.49,27.462,-100.699,25.584,94.252,-179.3,0.326,1.359,69.49936663,1532,21.8,0,136.8,6.6,22.8,119.4,4.8,55.2,164.4,11.4,130,3,2,203,4,76,186,1,69.42898689, pc_20251113_104756_890.laz,69.49975627, 20251113-104756.958536,1.763E+18
104757.0689,69.50672674, 20251113-10:47:57-050000,35.93919799,126.5488845,7.142,4,2,371395028.5,159295240.6,265.446,69.5263893,-728.86,7871.65,-1681.86,27.246,-99.367,25.511,95.443,-178.1,0.339,1.365,69.5998458,1539.5,29.95,0,145.2,5.4,25.2,136.2,4.8,59.4,171,14.4,138,5,2,229,4,60,179,0,69.52945596, pc_20251113_104756_990.laz,69.60166721, 20251113-104757.060422,1.763E+18
104757.1691,69.6065215, 20251113-10:47:57-150000,35.93919826,126.5488851,7.1396,4,2.2,371395076.2,159295234.1,264.291,69.62635237,-925.05,7972.94,-1643.58,27.029,-97.682,25.415,96.768,-176.8,0.354,1.33,69.69997124,1560,33.05,0,142.8,6,23.4,148.8,6,62.4,168,18,144,6,8,244,0,11,170,1,69.62913548, pc_20251113_104757_090.laz,69.7022404, 20251113-104757.160998,1.763E+18
104757.2682,69.70586829, 20251113-10:47:57-250000,35.93919856,126.5488858,7.1325,4,1.3,371395126.2,159295228.5,262.889,69.72637478,-1137.31,8102.77,-1581.25,26.827,-95.539,25.403,98.138,-175.4,0.365,1.31,69.7993261,1598,33.5,0,136.8,6,22.2,143.4,7.2,63.6,138.6,25.2,143,4,5,255,5,0,164,5,69.72926226, pc_20251113_104757_190.laz,69.80088706, 20251113-104757.259629,1.763E+18
104757.3683,69.80642557, 20251113-10:47:57-350000,35.93919889,126.5488865,7.1339,4,1.4,371395178.5,159295223.7,261.416,69.82637112,-1366.15,8259.54,-1502.04,26.53,-92.869,25.415,99.539,-174,0.372,1.282,69.89946901,1622,29.2,0,130.2,6,21.6,133.8,9,63.6,94.8,36.6,151,3,7,265,1,2,156,1,69.83025095, pc_20251113_104757_291.laz,69.90164003, 20251113-104757.360196,1.763E+18
104757.4684,69.9064327, 20251113-10:47:57-450000,35.93919923,126.5488872,7.1409,4,1.5,371395229.1,159295213.5,259.973,69.92636402,-1604.39,8410.47,-1421.53,26.204,-90.095,25.429,100.949,-172.6,0.358,1.299,69.99914523,1625.5,33.3,0,126.6,5.4,21.6,131.4,10.2,63.6,72,45,167,3,0,261,3,2,154,3,69.92927257, pc_20251113_104757_390.laz,70.0005721, 20251113-104757.459356,1.763E+18
104757.5686,70.00651353, 20251113-10:47:57-550000,35.93919958,126.5488878,7.1427,4,1.5,371395280.1,159295200.9,258.58,70.02637184,-1848.98,8549.56,-1346.78,25.718,-87.286,25.43,102.349,-171.2,0.384,1.253,70.09931755,1633.5,31.85,0,124.2,5.4,21.6,130.8,10.8,63.6,35.4,56.4,174,1,3,261,1,0,149,6,70.02941365, pc_20251113_104757_490.laz,70.10006562, 20251113-104757.558859,1.763E+18
104757.6684,70.10542149, 20251113-10:47:57-650000,35.93919995,126.5488885,7.1388,4,1.6,371395331.5,159295190.7,257.189,70.1263495,-2082.7,8678.93,-1279.41,25.192,-84.47,25.433,103.643,-169.9,0.365,1.26,70.19934058,1635.5,31.9,0,120,5.4,21.6,132,11.4,63,17.4,66,192,1,2,254,0,5,138,5,70.13027969, pc_20251113_104757_591.laz,70.20119335, 20251113-104757.659976,1.763E+18
104757.7687,70.20580801, 20251113-10:47:57-750000,35.93920026,126.548889,7.1363,4,0.8,371395373.5,159295178.6,255.86,70.22637108,-2309.82,8795.9,-1224.16,24.536,-81.679,25.43,104.862,-168.7,0.365,1.243,70.29954368,1630.5,30.9,0,115.8,4.8,21.6,132,12,63,10.2,81,196,0,0,256,35,1,129,3,70.22994323, pc_20251113_104757_691.laz,70.29996116, 20251113-104757.758746,1.763E+18
104757.8686,70.30611277, 20251113-10:47:57-850000,35.93920056,126.5488895,7.135,4,0.9,371395412.6,159295166,254.787,70.32634097,-2534.06,8901.58,-1185.62,23.74,-78.884,25.442,106.036,-167.5,0.379,1.224,70.39928902,1632.5,30.6,0,115.8,4.8,21.6,132.6,12.6,63,7.8,92.4,206,3,7,250,73,0,129,4,70.32890348, pc_20251113_104757_790.laz,70.40140608, 20251113-104757.860173,1.763E+18
104757.9684,70.40593431, 20251113-10:47:57-950000,35.93920087,126.54889,7.1328,4,0.9,371395450.8,159295159.4,253.653,70.4263635,-2739.22,8998.45,-1165.19,22.842,-76.13,25.448,107.074,-166.5,0.385,1.223,70.50284252,1638.5,30.25,0,118.8,4.2,21,132,15.6,63.6,6.6,92.4,213,2,0,247,82,4,125,4,70.42886624, pc_20251113_104757_890.laz,70.50101672, 20251113-104757.959758,1.763E+18
104758.0683,70.50650286, 20251113-10:47:58-050000,35.93920114,126.5488905,7.1376,4,1,371395484.6,159295150.3,252.659,70.52633882,-2926.91,9084.68,-1162.51,21.871,-73.455,25.377,108,-165.5,0.38,1.232,70.59995833,1640,30.1,0,123,3,19.8,130.2,19.8,70.8,6,91.8,216,1,2,247,87,0,128,0,70.5297676, pc_20251113_104757_990.laz,70.60513126, 20251113-104758.063872,1.763E+18
104758.1684,70.605462, 20251113-10:47:58-150000,35.93920143,126.5488908,7.1411,4,1.1,371395518.6,159295139.3,251.752,70.62636127,-3103.71,9154.94,-1177.72,20.882,-70.924,25.135,108.868,-164.6,0.379,1.257,70.69935995,1634,29.65,0,127.8,3,18.6,133.2,27.6,85.2,6,84.6,217,2,0,243,100,3,124,0,70.63053312, pc_20251113_104758_091.laz,70.70071565, 20251113-104758.159488,1.763E+18
104758.2685,70.70639386, 20251113-10:47:58-250000,35.93920168,126.5488912,7.1388,4,1.3,371395547.7,159295130,250.865,70.72633749,-3262.61,9217.47,-1204.87,19.852,-68.465,24.701,109.628,-163.8,0.388,1.259,70.79907959,1634,30.1,0,130.8,3,18,133.2,41.4,109.8,6,72.6,219,2,0,242,108,0,123,0,70.72922687, pc_20251113_104758_190.laz,70.80329439, 20251113-104758.262077,1.763E+18
104758.3692,70.80566916, 20251113-10:47:58-350000,35.9392019,126.5488914,7.1334,4,1.4,371395573.2,159295122.6,250.081,70.82640118,-3396.1,9274.62,-1244.43,18.836,-66.082,23.942,110.245,-163.1,0.384,1.266,70.89864009,1636,29.7,0,132,2.4,17.4,133.2,61.2,144,6,63.6,221,2,0,234,118,2,123,1,70.82967405, pc_20251113_104758_290.laz,70.90313636, 20251113-104758.361923,1.763E+18
104758.4686,70.90733568, 20251113-10:47:58-450000,35.93920211,126.5488917,7.128,4,1.5,371395596.8,159295110.4,249.421,70.92638616,-3541.76,9315.72,-1293.8,17.807,-63.755,22.935,110.946,-162.5,0.395,1.256,70.99952266,1630,29.95,0,132.6,2.4,16.8,133.8,87,186,9,57,220,2,3,224,129,1,123,3,70.92991748, pc_20251113_104758_391.laz,71.0031545, 20251113-104758.461935,1.763E+18
104758.5689,71.00649419, 20251113-10:47:58-550000,35.93920231,126.5488919,7.1289,4,1.5,371395618.7,159295104.6,248.825,71.02643523,-3664.49,9353.12,-1353.81,16.805,-61.484,21.579,111.521,-161.9,0.396,1.255,71.09927766,1624.5,30.65,0,131.4,1.8,16.8,134.4,112.8,229.2,23.4,56.4,222,0,4,216,138,2,125,3,71.03067941, pc_20251113_104758_491.laz,71.10284374, 20251113-104758.561593,1.763E+18
104758.6683,71.10639493, 20251113-10:47:58-650000,35.93920248,126.5488922,7.1315,4,1.6,371395637.1,159295098.7,248.302,71.12635735,-3777.45,9381.22,-1428.81,15.801,-59.252,19.754,112.054,-161.4,0.405,1.244,71.19996477,1625,29.55,0,132,1.8,18,136.8,133.2,264,43.2,64.2,224,1,0,203,138,4,111,2,71.13059036, pc_20251113_104758_591.laz,71.20713511, 20251113-104758.665934,1.763E+18
104758.7683,71.20587391, 20251113-10:47:58-750000,35.93920264,126.5488924,7.1308,4,1.8,371395655,159295093.5,247.831,71.22637021,-3881.71,9401.37,-1515.28,14.796,-57.08,17.684,112.552,-160.9,0.411,1.235,71.29930165,1628.5,31.15,0,132.6,1.8,22.2,136.8,147.6,287.4,48,78,207,3,0,180,140,1,102,3,71.23057493, pc_20251113_104758_691.laz,71.30137087, 20251113-104758.760134,1.763E+18
104758.8684,71.30610479, 20251113-10:47:58-850000,35.93920281,126.5488926,7.1284,4,1.9,371395672.5,159295087.4,247.342,71.32634831,-3972.43,9411.04,-1610.35,13.863,-55.148,15.64,112.999,-160.4,0.401,1.26,71.39948833,1635,30.95,0,135.6,1.8,24.6,141.6,154.8,301.8,25.8,92.4,193,2,0,156,138,2,91,2,71.32973064, pc_20251113_104758_790.laz,71.40357324, 20251113-104758.862340,1.763E+18
104758.9689,71.40557251, 20251113-10:47:58-950000,35.93920294,126.5488927,7.128,4,2,371395686.5,159295081.6,246.891,71.42644105,-4042.61,9406.86,-1717.94,12.989,-53.614,13.677,113.367,-160,0.391,1.274,71.49936401,1630,24.9,0,142.2,1.8,27,150,148.8,297,12.6,114,176,0,1,129,140,4,92,4,71.43076632, pc_20251113_104758_892.laz,71.50160901, 20251113-104758.960364,1.763E+18
104759.0686,71.50452587, 20251113-10:47:59-050000,35.93920305,126.5488929,7.13,4,2,371395698.4,159295075.8,246.537,71.52639634,-4099.41,9393.37,-1825.71,12.21,-52.435,12.02,113.684,-159.7,0.39,1.296,71.59921446,1632.5,19.45,0,148.2,1.8,31.8,156.6,133.2,270,7.8,126,155,3,0,102,138,0,89,5,71.52915396, pc_20251113_104758_990.laz,71.60317316, 20251113-104759.061960,1.763E+18
104759.1687,71.60452869, 20251113-10:47:59-150000,35.93920316,126.548893,7.1364,4,1.1,371395709.8,159295073.9,246.238,71.62644538,-4136.71,9371.69,-1931.03,11.596,-51.652,10.569,113.92,-159.5,0.391,1.349,71.69940819,1631,13.1,0,159,2.4,31.8,160.2,111,233.4,5.4,116.4,114,1,0,22,143,4,96,13,71.62954588, pc_20251113_104759_090.laz,71.70508753, 20251113-104759.163814,1.763E+18
104759.2686,71.70480435, 20251113-10:47:59-250000,35.93920325,126.548893,7.1397,4,1.3,371395719,159295073.6,245.966,71.7263733,-4150.17,9336.1,-2033.81,11.186,-51.444,9.287,114.065,-159.3,0.398,1.395,71.79996164,1621.5,7.45,0,171.6,2.4,23.4,162,88.8,199.2,3.6,99,33,5,4,17,135,8,91,9,71.72926652, pc_20251113_104759_190.laz,71.80203566, 20251113-104759.260608,1.763E+18
104759.3685,71.80444749, 20251113-10:47:59-350000,35.9392033,126.5488931,7.1453,4,1.4,371395724.5,159295072,245.818,71.82640274,-4148.4,9298.99,-2116.99,11.011,-51.485,8.016,114.139,-159.2,0.396,1.475,71.89925464,1553.5,0,0,182.4,2.4,17.4,163.8,69,174,3,67.8,9,5,49,11,103,0,91,7,71.82942474, pc_20251113_104759_290.laz,71.90408263, 20251113-104759.362873,1.763E+18
104759.4682,71.90551499, 20251113-10:47:59-450000,35.93920334,126.548893,7.1511,4,1.5,371395728.8,159295069.9,245.789,71.92643347,-4142.27,9277.15,-2156.26,11.034,-51.495,6.966,114.154,-159.2,0.409,1.552,71.99968594,1547,6.9,0,176.4,3,19.8,162.6,64.8,168,2.4,40.8,18,110,110,10,77,1,93,4,71.9303289, pc_20251113_104759_391.laz,72.00185449, 20251113-104759.460633,1.763E+18
104759.5684,72.00410214, 20251113-10:47:59-550000,35.93920336,126.548893,7.1544,4,1.5,371395731.2,159295068.6,245.809,72.02638681,-4141.02,9276.32,-2145.46,11.123,-51.477,6.643,114.151,-159.2,0.407,1.536,72.09908439,1555.5,8.8,0,166.2,3,24,160.2,66.6,165.6,2.4,19.2,10,135,152,18,40,0,103,8,72.02922139, pc_20251113_104759_490.laz,72.10247252, 20251113-104759.561234,1.763E+18
104759.6684,72.10420201, 20251113-10:47:59-650000,35.93920329,126.5488931,7.1462,4,1.6,371395724.3,159295073.2,245.823,72.12641605,-4138.33,9286.32,-2109.16,11.163,-51.473,6.663,114.115,-159.2,0.404,1.376,72.19914109,1564.5,10.95,0,153.6,4.2,30,157.2,68.4,163.8,6,10.8,14,149,156,15,15,6,102,6,72.12987578, pc_20251113_104759_591.laz,72.20259376, 20251113-104759.661360,1.763E+18
104759.7683,72.20411779, 20251113-10:47:59-750000,35.93920319,126.5488931,7.1332,4,1.8,371395713.4,159295079,245.837,72.22636956,-4135.66,9294.61,-2068.4,11.297,-51.527,6.683,114.081,-159.2,0.414,1.261,72.29906655,1556.5,10.2,0,132,5.4,42,157.2,72,162,9,9,16,170,171,11,9,6,96,5,72.22934958, pc_20251113_104759_690.laz,72.30003278, 20251113-104759.758799,1.763E+18
104759.8684,72.30495239, 20251113-10:47:59-850000,35.93920315,126.5488931,7.1289,4,1.9,371395708.5,159295081.2,245.887,72.32636235,-4129.1,9293.52,-2045.22,11.467,-51.733,6.691,114.05,-159.2,0.417,1.22,72.39944332,1558,11.6,0,124.2,4.8,49.2,163.2,73.8,161.4,10.8,9,11,174,178,12,9,3,95,5,72.32921979, pc_20251113_104759_790.laz,72.39922364, 20251113-104759.858005,1.763E+18
104759.9688,72.4040878, 20251113-10:47:59-950000,35.93920314,126.5488931,7.1305,4,2,371395707.7,159295081.2,245.925,72.42637525,-4114.87,9278.13,-2055.39,11.57,-52.158,6.677,114.011,-159.2,0.42,1.215,72.49940418,1549,14.3,0,131.4,4.2,51,171,73.2,161.4,12.6,9,4,173,193,9,8,9,85,5,72.42921426, pc_20251113_104759_890.laz,72.50329178, 20251113-104759.962087,1.763E+18
104800.0686,72.50498727, 20251113-10:48:00-050000,35.93920316,126.5488931,7.1332,4,2,371395709.9,159295079.7,245.969,72.52643108,-4094.98,9250.66,-2090.46,11.698,-52.771,6.655,113.972,-159.3,0.407,1.302,72.59929784,1544.5,18.25,0,145.8,4.8,49.8,173.4,71.4,162,12,6,2,177,203,7,8,3,75,3,72.53027981, pc_20251113_104759_991.laz,72.60298268, 20251113-104800.061732,1.763E+18
104800.1684,72.60452448, 20251113-10:48:00-150000,35.93920319,126.548893,7.1384,4,1.1,371395713.8,159295076.9,246.015,72.62636681,-4069.99,9211.07,-2134.83,11.866,-53.636,6.634,113.934,-159.3,0.401,1.388,72.699466,1541,22.15,0,158.4,5.4,48,177,69,163.2,12,4.2,2,183,212,6,6,1,70,3,72.62932775, pc_20251113_104800_090.laz,72.70357059, 20251113-104800.162320,1.763E+18
104800.269,72.70433664, 20251113-10:48:00-250000,35.93920321,126.548893,7.1438,4,1.3,371395715.1,159295075.5,246.061,72.72638359,-4040.38,9156.93,-2176.3,12.132,-54.845,6.624,113.904,-159.3,0.399,1.431,72.79932641,1554.5,29.55,0,162,6,51,183.6,68.4,163.2,11.4,3.6,2,188,209,6,3,5,70,1,72.73036394, pc_20251113_104800_191.laz,72.80340172, 20251113-104800.261434,1.763E+18
104800.3682,72.80415163, 20251113-10:48:00-350000,35.93920319,126.548893,7.1437,4,1.4,371395713.5,159295076.3,246.082,72.82635982,-4010.71,9099.57,-2202.67,12.46,-56.17,6.632,113.88,-159.4,0.402,1.413,72.89977531,1567.5,28.85,0,160.2,6.6,54.6,188.4,69,163.2,10.2,4.2,1,189,214,7,4,0,24,2,72.82907764, pc_20251113_104800_290.laz,72.902472, 20251113-104800.361200,1.763E+18
104800.4684,72.90412336, 20251113-10:48:00-450000,35.93920315,126.548893,7.1359,4,1.5,371395709,159295078.8,246.112,72.92644151,-3981.22,9041.4,-2215.07,12.837,-57.545,6.638,113.858,-159.4,0.406,1.35,72.99967661,1572.5,28.75,0,151.8,7.2,60,189,70.2,162.6,9,4.2,0,189,218,5,2,3,10,1,72.92950057, pc_20251113_104800_390.laz,73.00244921, 20251113-104800.461138,1.763E+18
104800.5682,73.00354898, 20251113-10:48:00-550000,35.93920311,126.548893,7.1314,4,1.5,371395704.5,159295080.9,246.126,73.02634673,-3952.67,8982.14,-2219.11,13.296,-58.94,6.641,113.844,-159.4,0.409,1.315,73.09937702,1582.5,29.15,0,142.8,7.2,63,186,72.6,161.4,8.4,4.2,1,194,217,5,2,2,4,2,73.02918535, pc_20251113_104800_490.laz,73.06902999, 20251113-104800.527719,1.763E+18
104800.6684,73.10336475, 20251113-10:48:00-650000,35.93920309,126.548893,7.132,4,1.6,371395702.1,159295081.8,246.118,73.12636244,-3923.57,8920.96,-2224.89,13.747,-60.34,6.653,113.832,-159.4,0.413,1.288,73.19927413,1584,28.15,0,139.8,7.2,63.6,180.6,73.8,160.8,8.4,4.2,0,200,222,3,2,2,4,6,73.12926483, pc_20251113_104800_590.laz,73.19896312, 20251113-104800.657734,1.763E+18
104800.7689,73.20330235, 20251113-10:48:00-750000,35.93920308,126.548893,7.134,4,1.8,371395701.2,159295081.9,246.11,73.22636173,-3893.2,8855.36,-2234.79,14.214,-61.784,6.667,113.824,-159.4,0.412,1.29,73.29917192,1581,31.3,0,141,6.6,64.8,175.2,76.8,159.6,8.4,3.6,7,211,217,3,3,3,3,6,73.22991875, pc_20251113_104800_691.laz,73.3003601, 20251113-104800.759087,1.763E+18
104800.8687,73.30430328, 20251113-10:48:00-850000,35.9392031,126.548893,7.1342,4,1.9,371395703.4,159295080.8,246.101,73.32640372,-3863,8788.74,-2242.91,14.718,-63.214,6.664,113.822,-159.4,0.403,1.326,73.39940888,1594.5,31.3,0,142.2,6.6,65.4,168,79.2,159,8.4,3.6,11,215,223,2,2,1,4,3,73.32963414, pc_20251113_104800_791.laz,73.402753, 20251113-104800.861533,1.763E+18
104800.9683,73.40407437, 20251113-10:48:00-950000,35.93920311,126.548893,7.1385,4,2,371395704.7,159295078.7,246.109,73.42637593,-3834.24,8721.86,-2240.33,15.247,-64.651,6.644,113.825,-159.4,0.409,1.323,73.4993083,1600,31.1,0,142.8,6,60,160.8,77.4,159.6,9,3.6,6,219,223,1,2,1,4,1,73.42902913, pc_20251113_104800_890.laz,73.5008842, 20251113-104800.959635,1.763E+18
104801.0684,73.50406676, 20251113-10:48:01-050000,35.9392031,126.548893,7.138,4,2,371395704.2,159295078.2,246.12,73.52635938,-3803.58,8652.17,-2229.81,15.824,-66.16,6.631,113.826,-159.4,0.408,1.301,73.59918554,1605,32.85,0,142.8,6,54.6,156,75,160.2,8.4,3,0,217,227,3,0,3,4,2,73.52912912, pc_20251113_104800_990.laz,73.60353349, 20251113-104801.062316,1.763E+18
104801.1683,73.60392647, 20251113-10:48:01-150000,35.93920309,126.548893,7.1366,4,1.1,371395702.7,159295079.9,246.122,73.62636832,-3772.63,8580.03,-2217.64,16.425,-67.69,6.623,113.83,-159.4,0.412,1.289,73.69913359,1616.5,30.8,0,142.2,6,51,150,73.8,160.8,7.8,3,0,215,228,2,3,0,4,3,73.62911268, pc_20251113_104801_090.laz,73.70321825, 20251113-104801.162001,1.763E+18
104801.2689,73.70451736, 20251113-10:48:01-250000,35.9392031,126.548893,7.1369,4,1.3,371395703.6,159295080.9,246.089,73.72649465,-3739.63,8506.55,-2205.69,17.035,-69.23,6.627,113.829,-159.4,0.406,1.292,73.79900271,1619.5,31.05,0,143.4,6,49.2,145.2,73.2,160.8,7.8,3,0,215,227,2,1,5,2,2,73.73017386, pc_20251113_104801_191.laz,73.80290339, 20251113-104801.261690,1.763E+18
104801.3687,73.80373812, 20251113-10:48:01-350000,35.9392031,126.548893,7.1372,4,1.4,371395703.8,159295080.2,246.097,73.82638184,-3706.07,8429,-2193.54,17.655,-70.803,6.609,113.834,-159.4,0.404,1.294,73.89897336,1625,30.9,0,142.2,6,47.4,141,72.6,161.4,7.2,3,1,214,237,2,0,0,4,3,73.83025075, pc_20251113_104801_291.laz,73.9033287, 20251113-104801.362103,1.763E+18
104801.4684,73.9040129, 20251113-10:48:01-450000,35.9392031,126.548893,7.1362,4,1.5,371395703.4,159295080.4,246.123,73.92638446,-3670.46,8346.51,-2184.11,18.279,-72.435,6.615,113.839,-159.4,0.405,1.307,73.99890813,1631.5,30.9,0,141,6,46.2,136.8,72.6,161.4,6.6,3.6,0,213,236,1,2,1,0,3,73.93024875, pc_20251113_104801_391.laz,74.00296501, 20251113-104801.461742,1.763E+18
104801.5688,74.00338831, 20251113-10:48:01-550000,35.93920309,126.548893,7.1364,4,1.5,371395702.8,159295080.9,246.157,74.02637814,-3631.5,8257.82,-2176.05,18.887,-74.146,6.61,113.839,-159.4,0.409,1.292,74.09917169,1639,30.85,0,140.4,6,45,133.2,72,161.4,6,3.6,0,210,246,3,2,4,2,2,74.02913018, pc_20251113_104801_490.laz,74.10139784, 20251113-104801.560179,1.763E+18
