ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp,Unnamed: 47,dx,dy,dz,pred_p_pilot_boom_up,pred_p_pilot_boom_down,pred_p_pilot_arm_in,pred_p_pilot_arm_out,pred_p_pilot_bkt_in,pred_p_pilot_bkt_out,pred_p_pilot_swing_left,pred_p_pilot_swing_right,pred_boom_duty,pred_arm_duty,pred_bucket_duty,pred_swing_duty,goal_bucket_x,goal_bucket_y,goal_bucket_z
153734.5714,2.143898962, 20260303-15:37:34-550000,35.93917029,126.5488735,6.767,4,1.5,371391963,159294218.4,264.261,2.180885973,-1041.48,10727.03,-1974.89,4.524,-34.201,6.226,95.713,5.5,-0.045,0.876,2.194864758,800,3.1,0,144.6,2.4,2.4,288,36.6,100.2,2.4,1.8,4,2,3,6,5,3,2,3,2.184100911, pc_20260303_153734_556.laz,-1772519852, ,0,,0,0,0,10.34309765,9.898146625,10.6032611,10.56372074,10.32596108,9.822047736,10.29024502,10.1703205,10.34309765,-10.6032611,-10.32596108,10.29024502,-594.29,6284.5,-2017.37
153734.6715,2.243839609, 20260303-15:37:34-650000,35.93917029,126.5488735,6.7667,4,1.6,371391963.9,159294218.8,264.263,2.280887316,-1041.49,10727.2,-1974.74,4.517,-34.194,6.221,95.712,5.5,-0.045,0.871,2.294608366,800,3.1,0,144.6,2.4,2.4,288,36.6,100.2,2.4,1.8,3,4,4,2,5,5,1,7,2.283947693, pc_20260303_153734_656.laz,-1772519852, ,0,,-0.01,0.17,0.15,10.28562648,9.886660079,10.62575875,10.63627763,10.42368022,9.718149861,10.27810757,10.18112904,10.28562648,10.63627763,-10.42368022,10.27810757,-594.29,6284.5,-2017.37
153734.7715,2.34387595, 20260303-15:37:34-750000,35.93917029,126.5488735,6.7683,4,0.8,371391963.9,159294219.6,264.275,2.380861012,-1041.12,10727.39,-1974.27,4.521,-34.193,6.225,95.71,5.5,-0.045,0.873,2.394495178,801,3.05,0,144.6,2.4,2.4,288,36.6,100.2,2.4,1.8,4,2,0,6,3,0,6,2,2.38438728, pc_20260303_153734_756.laz,-1772519852, ,0,,0.37,0.19,0.47,10.36082569,9.844291883,10.76928895,10.59421537,10.40018927,9.721409884,10.26987158,10.1893642,10.36082569,-10.76928895,-10.40018927,10.26987158,-594.29,6284.5,-2017.37
153734.8714,2.44364675, 20260303-15:37:34-850000,35.93917029,126.5488735,6.7675,4,0.9,371391963.9,159294219.1,264.27,2.480855773,-1041.18,10727.39,-1974.86,4.518,-34.189,6.226,95.711,5.5,-0.046,0.876,2.495147966,800,3.05,0,144.6,2.4,2.4,288,36.6,100.2,2.4,1.8,5,3,6,4,3,5,2,3,2.483958445, pc_20260303_153734_856.laz,-1772519852, ,0,,-0.06,0,-0.59,10.27329974,9.950301564,10.61102027,10.51231816,10.27624601,9.861713658,10.29697139,10.18725456,10.27329974,-10.61102027,-10.27624601,10.29697139,-594.29,6284.5,-2017.37
153734.9714,2.543698784, 20260303-15:37:34-950000,35.9391703,126.5488735,6.7697,4,0.9,371391964.8,159294219.7,264.258,2.580896453,-1041.04,10727.6,-1974.26,4.516,-34.187,6.23,95.71,5.5,-0.047,0.872,2.594287235,800,3.1,0,144.6,2.4,1.8,287.4,36,99.6,2.4,1.8,1,7,2,5,4,3,2,6,2.584051299, pc_20260303_153734_957.laz,-1772519852, ,0,,0.14,0.21,0.6,10.25587856,9.923922168,10.79239921,10.53611223,10.36178096,9.750143025,10.2775134,10.17224828,10.25587856,-10.79239921,-10.36178096,10.2775134,-594.29,6284.5,-2017.37
153735.0714,2.644257745, 20260303-15:37:35-050000,35.9391703,126.5488735,6.7705,4,1,371391964.8,159294220,264.273,2.680967337,-1041.04,10727.56,-1974.11,4.522,-34.19,6.232,95.71,5.5,-0.049,0.876,2.695533481,801.5,3,0,144.6,2.4,2.4,287.4,36.6,99.6,2.4,1.8,5,3,4,2,6,2,7,2,2.684341983, pc_20260303_153735_056.laz,-1772519852, ,0,,0,-0.04,0.15,10.2097599,10.01213733,10.87598643,10.37214343,10.20161537,9.877457319,10.29769999,10.18408698,10.2097599,-10.87598643,-10.20161537,10.29769999,-594.29,6284.5,-2017.37
153735.1714,2.744314926, 20260303-15:37:35-150000,35.9391703,126.5488735,6.77,4,1.1,371391965,159294219,264.256,2.780918808,-1040.89,10727.67,-1974.36,4.519,-34.185,6.233,95.709,5.5,-0.047,0.877,2.794410758,801,3.05,0,144.6,2.4,2.4,287.4,36,99.6,2.4,1.8,4,1,1,5,4,6,7,2,2.784443043, pc_20260303_153735_157.laz,-1772519852, ,0,,0.15,0.11,-0.25,10.2701993,9.963924641,10.73936772,10.45511332,10.23882167,9.87616449,10.29428412,10.1854219,10.2701993,-10.73936772,-10.23882167,10.29428412,-594.29,6284.5,-2017.37
153735.2716,2.844247951, 20260303-15:37:35-250000,35.93917031,126.5488735,6.7705,4,1.3,371391965.5,159294219.2,264.269,2.880876449,-1040.91,10727.73,-1973.95,4.518,-34.187,6.237,95.709,5.5,-0.046,0.874,2.894475111,800,3.1,0,144,2.4,2.4,286.8,36,99.6,2.4,1.8,3,10,6,4,0,3,2,7,2.883928487, pc_20260303_153735_256.laz,-1772519852, ,0,,-0.02,0.06,0.41,10.28021203,9.925534014,10.67944456,10.55944021,10.34394973,9.788233013,10.29080328,10.16112686,10.28021203,-10.67944456,-10.34394973,10.29080328,-594.29,6284.5,-2017.37
153735.3717,2.944109749, 20260303-15:37:35-350000,35.93917031,126.5488735,6.7714,4,1.4,371391965.8,159294218.8,264.269,2.98087559,-1041.54,10727.64,-1974.4,4.517,-34.186,6.24,95.713,5.5,-0.046,0.875,2.995464645,801,3.1,0,144.6,2.4,2.4,286.8,36,99.6,2.4,1.8,4,2,2,3,3,3,6,3,2.98374754, pc_20260303_153735_356.laz,-1772519852, ,0,,-0.63,-0.09,-0.45,10.20686311,10.01487327,10.47521208,10.54904547,10.28137919,9.870940648,10.31827585,10.15224515,10.20686311,10.54904547,-10.28137919,10.31827585,-594.29,6284.5,-2017.37
153735.4716,3.044003187, 20260303-15:37:35-450000,35.9391703,126.5488735,6.7724,4,1.5,371391964.7,159294219.3,264.255,3.080951063,-1042.01,10727.82,-1973.72,4.518,-34.184,6.244,95.715,5.5,-0.045,0.875,3.095190684,800.5,3.05,0,144,2.4,2.4,286.8,36,99.6,2.4,1.8,4,2,5,4,5,6,1,2,3.085023889, pc_20260303_153735_457.laz,-1772519852, ,0,,-0.47,0.18,0.68,10.27141468,9.969034287,10.44661761,10.63515951,10.35509439,9.820778754,10.30971734,10.10522071,10.27141468,10.63515951,-10.35509439,10.30971734,-594.29,6284.5,-2017.37
153735.5715,3.144101644, 20260303-15:37:35-550000,35.93917029,126.5488735,6.7706,4,1.5,371391963.9,159294218.9,264.295,3.180876406,-1041.8,10727.86,-1973.33,4.522,-34.184,6.24,95.714,5.5,-0.047,0.876,3.194623082,800,3.1,0,144,2.4,2.4,286.2,36,99.6,2.4,1.8,1,1,5,3,4,7,5,5,3.183835146, pc_20260303_153735_556.laz,3.182780091, 20260303-153735.552785,1.77252E+18,,0.21,0.04,0.39,10.28703263,9.936437932,10.78900202,10.47265269,10.27558277,9.831656638,10.28854741,10.17375286,10.28703263,-10.78900202,-10.27558277,10.28854741,-594.29,6284.5,-2017.37
153735.6716,3.244420188, 20260303-15:37:35-650000,35.9391703,126.5488735,6.7708,4,1.6,371391964.5,159294218.3,264.282,3.280894733,-1041.71,10727.88,-1973.69,4.524,-34.181,6.239,95.714,5.5,-0.048,0.881,3.294466341,801,3,0,144,2.4,1.8,286.2,36,99.6,2.4,1.8,4,2,7,5,2,3,6,3,3.284418374, pc_20260303_153735_656.laz,3.278970724, 20260303-153735.648998,1.77252E+18,,0.09,0.02,-0.36,10.2731701,10.0118546,10.71288114,10.37156837,10.16277211,9.9614602,10.31035719,10.16450781,10.2731701,-10.71288114,-10.16277211,10.31035719,-594.29,6284.5,-2017.37
153735.7715,3.343648402, 20260303-15:37:35-750000,35.93917029,126.5488734,6.7698,4,1.8,371391963.9,159294217.8,264.25,3.380901098,-1041.31,10727.92,-1973.5,4.523,-34.184,6.245,95.712,5.5,-0.048,0.879,3.394915954,800.5,3.05,0,144,2.4,1.8,286.2,36,99.6,2.4,1.8,4,0,3,1,4,1,1,4,3.384065335, pc_20260303_153735_756.laz,3.377770494, 20260303-153735.747793,1.77252E+18,,0.4,0.04,0.19,10.29728722,9.956193924,10.87598795,10.37473774,10.19408544,9.899660976,10.29041256,10.18347925,10.29728722,-10.87598795,-10.19408544,10.29041256,-594.29,6284.5,-2017.37
153735.8716,3.443689994, 20260303-15:37:35-850000,35.93917029,126.5488735,6.77,4,1.9,371391963.2,159294218.5,264.261,3.480881213,-1041.69,10727.95,-1973.82,4.517,-34.18,6.246,95.714,5.5,-0.049,0.876,3.49472494,800,3.15,0,144,2.4,1.8,285.6,36,99.6,2.4,1.8,4,9,3,7,4,0,4,6,3.483780953, pc_20260303_153735_856.laz,3.480715993, 20260303-153735.850754,1.77252E+18,,-0.38,0.03,-0.32,10.1403905,10.08549234,10.64558978,10.410266,10.18397808,9.915468425,10.31586262,10.16974194,10.1403905,-10.64558978,-10.18397808,10.31586262,-594.29,6284.5,-2017.37
153735.972,3.543291178, 20260303-15:37:35-950000,35.93917029,126.5488735,6.7702,4,2,371391963.2,159294218.6,264.263,3.580913177,-1041.67,10728.11,-1973.31,4.522,-34.179,6.252,95.714,5.5,-0.053,0.879,3.59488152,801.5,3.15,0,144,2.4,2.4,285.6,36,99.6,2.4,1.8,2,2,3,2,5,4,7,3,3.583543109, pc_20260303_153735_956.laz,3.579298861, 20260303-153735.949320,1.77252E+18,,0.02,0.16,0.51,10.17894719,10.14545738,10.90217297,10.30677898,10.22425997,9.909202167,10.3283693,10.16619254,10.17894719,-10.90217297,-10.22425997,10.3283693,-594.29,6284.5,-2017.37
153736.0715,3.645597216, 20260303-15:37:36-050000,35.93917028,126.5488735,6.7681,4,2,371391962.8,159294218.9,264.26,3.680909797,-1041.76,10728.1,-1973.54,4.518,-34.178,6.252,95.715,5.5,-0.052,0.877,3.694949426,801,3.05,0,144,2.4,1.8,285.6,36,99.6,2.4,1.8,3,0,1,4,0,2,3,3,3.684128744, pc_20260303_153736_057.laz,3.679239658, 20260303-153736.049266,1.77252E+18,,-0.09,-0.01,-0.23,10.14499386,10.12056886,10.87224804,10.32994905,10.20741665,9.898561109,10.31641662,10.19545902,10.14499386,-10.87224804,-10.20741665,10.31641662,-594.29,6284.5,-2017.37
153736.1715,3.743562499, 20260303-15:37:36-150000,35.93917028,126.5488735,6.7675,4,1.1,371391962.8,159294218.7,264.266,3.780889898,-1041.86,10728.12,-1973.97,4.513,-34.173,6.252,95.715,5.5,-0.051,0.877,3.794551045,799.5,3.1,0,144,2.4,2.4,285.6,36,99.6,2.4,1.8,2,9,7,2,3,2,4,4,3.783864192, pc_20260303_153736_156.laz,3.779196649, 20260303-153736.149215,1.77252E+18,,-0.1,0.02,-0.43,10.1474818,10.09844296,10.78444895,10.3509608,10.19069117,9.910018655,10.31041251,10.19272043,10.1474818,-10.78444895,-10.19069117,10.31041251,-594.29,6284.5,-2017.37
153736.2715,3.844211784, 20260303-15:37:36-250000,35.93917028,126.5488734,6.7692,4,1.3,371391962.3,159294218,264.246,3.880876122,-1041.78,10728.16,-1973.69,4.517,-34.176,6.258,95.715,5.5,-0.052,0.879,3.894832365,801.5,3.05,0,144,2.4,2.4,285.6,36,99.6,2.4,1.8,2,1,1,1,7,3,6,2,3.884616019, pc_20260303_153736_257.laz,3.884102368, 20260303-153736.254104,1.77252E+18,,0.08,0.04,0.28,10.19594073,10.10080322,10.92441876,10.30229528,10.20339182,9.911653089,10.3180644,10.17671373,10.19594073,-10.92441876,-10.20339182,10.3180644,-594.29,6284.5,-2017.37
153736.3715,3.94394294, 20260303-15:37:36-350000,35.93917028,126.5488734,6.7692,4,1.4,371391962.3,159294217.7,264.278,3.980875265,-1041.87,10728.15,-1973.94,4.518,-34.175,6.259,95.715,5.5,-0.052,0.882,3.994909487,800.5,3.05,0,144,2.4,2.4,285.6,36,99.6,2.4,1.8,5,0,4,4,5,2,1,3,3.984468653, pc_20260303_153736_357.laz,3.979183943, 20260303-153736.349209,1.77252E+18,,-0.09,-0.01,-0.25,10.19946375,10.13924214,10.73133088,10.298523,10.18253582,9.973387293,10.33888669,10.16216827,10.19946375,-10.73133088,-10.18253582,10.33888669,-594.29,6284.5,-2017.37
153736.4715,4.04424764, 20260303-15:37:36-450000,35.93917027,126.5488734,6.7703,4,1.5,371391961.4,159294216.7,264.281,4.080885734,-1042.32,10728.32,-1973.33,4.516,-34.172,6.263,95.717,5.5,-0.049,0.879,4.095065716,800,3.05,0,144,2.4,2.4,285,36,99.6,2.4,1.8,4,9,1,1,3,7,2,7,4.084072086, pc_20260303_153736_456.laz,4.081994782, 20260303-153736.451984,1.77252E+18,,-0.45,0.17,0.61,10.17042398,10.10754888,10.58629886,10.40613613,10.16295671,9.956838772,10.32924759,10.10852751,10.17042398,-10.58629886,-10.16295671,10.32924759,-594.29,6284.5,-2017.37
153736.5715,4.144533209, 20260303-15:37:36-550000,35.93917026,126.5488734,6.7709,4,1.5,371391960.3,159294217.1,264.266,4.18088122,-1042.51,10728.29,-1973.02,4.52,-34.176,6.267,95.718,5.5,-0.048,0.88,4.195133941,801,3.05,0,144,2.4,2.4,285,36,99.6,2.4,1.8,2,1,7,4,0,1,6,2,4.184133731, pc_20260303_153736_556.laz,4.177730233, 20260303-153736.547772,1.77252E+18,,-0.19,-0.03,0.31,10.24644286,10.03410999,10.68260562,10.39434096,10.17016926,9.949032827,10.31821315,10.13394269,10.24644286,-10.68260562,-10.17016926,10.31821315,-594.29,6284.5,-2017.37
153736.6715,4.243852906, 20260303-15:37:36-650000,35.93917025,126.5488734,6.7718,4,1.6,371391959.2,159294217.2,264.273,4.280870365,-1042.37,10728.41,-1973.28,4.523,-34.17,6.265,95.718,5.5,-0.052,0.887,4.294682407,800.5,3.05,0,144,2.4,2.4,285,36,99.6,2.4,1.8,3,2,2,2,5,0,5,3,4.284753281, pc_20260303_153736_657.laz,4.279941341, 20260303-153736.649983,1.77252E+18,,0.14,0.12,-0.26,10.27079849,10.1391515,10.66188319,10.26045896,10.16218618,10.03878254,10.35052266,10.13466861,10.27079849,-10.66188319,-10.16218618,10.35052266,-594.29,6284.5,-2017.37
153736.7715,4.34346733, 20260303-15:37:36-750000,35.93917025,126.5488734,6.7705,4,0.8,371391958.8,159294217.6,264.301,4.380982009,-1042.26,10728.4,-1972.91,4.521,-34.175,6.272,95.717,5.5,-0.05,0.882,4.394948463,800,3.1,0,144,2.4,2.4,284.4,36,99,2.4,1.8,4,5,3,6,6,7,8,5,4.384122493, pc_20260303_153736_756.laz,4.378515153, 20260303-153736.748538,1.77252E+18,,0.11,-0.01,0.37,10.24998796,10.05315562,10.79189291,10.30519824,10.15377171,9.965237692,10.31801416,10.14486872,10.24998796,-10.79189291,-10.15377171,10.31801416,-594.29,6284.5,-2017.37
153736.8714,4.443769234, 20260303-15:37:36-850000,35.93917025,126.5488734,6.7726,4,0.9,371391959,159294217.3,264.285,4.480855181,-1041.99,10728.46,-1972.9,4.523,-34.174,6.273,95.716,5.5,-0.054,0.884,4.494369596,800.5,3.05,0,144,2.4,2.4,284.4,36,99,2.4,1.8,3,3,4,4,3,3,5,4,4.486073397, pc_20260303_153736_858.laz,4.481826039, 20260303-153736.851825,1.77252E+18,,0.27,0.06,0.01,10.23885299,10.15636789,10.8508801,10.24241709,10.21338759,9.968511804,10.34525068,10.17010115,10.23885299,-10.8508801,-10.21338759,10.34525068,-594.29,6284.5,-2017.37
153736.9715,4.542746049, 20260303-15:37:36-950000,35.93917026,126.5488734,6.7737,4,0.9,371391960.1,159294216.9,264.278,4.580917643,-1041.81,10728.67,-1972.37,4.523,-34.171,6.274,95.715,5.5,-0.054,0.882,4.594282649,801,3.05,0,144,2.4,2.4,284.4,36,99,2.4,1.2,4,3,4,6,3,1,1,3,4.583911596, pc_20260303_153736_956.laz,4.579269415, 20260303-153736.949293,1.77252E+18,,0.18,0.21,0.53,10.2098734,10.16910154,10.8770214,10.27151006,10.22782735,9.938775323,10.34286268,10.15706574,10.2098734,-10.8770214,-10.22782735,10.34286268,-594.29,6284.5,-2017.37
153737.0715,4.645164708, 20260303-15:37:37-050000,35.93917025,126.5488734,6.7737,4,1,371391959.5,159294217.2,264.293,4.680943039,-1041.64,10728.73,-1972.42,4.518,-34.17,6.276,95.714,5.5,-0.055,0.879,4.694734534,800,3.1,0,144,2.4,2.4,284.4,36,99,2.4,1.8,5,1,2,2,7,5,3,8,4.684755871, pc_20260303_153737_057.laz,4.679741781, 20260303-153737.049763,1.77252E+18,,0.17,0.06,-0.05,10.14295031,10.16747962,10.95422116,10.27597644,10.2555013,9.885208959,10.33964747,10.20618749,-10.16747962,-10.95422116,-10.2555013,10.33964747,-594.29,6284.5,-2017.37
153737.1715,4.743927523, 20260303-15:37:37-150000,35.93917026,126.5488734,6.7733,4,1.1,371391959.9,159294216.3,264.305,4.780974111,-1041.6,10728.88,-1972.24,4.52,-34.165,6.272,95.714,5.5,-0.057,0.882,4.794595746,801,3,0,144,2.4,2.4,284.4,36,99,2.4,1.8,3,3,3,3,4,2,6,3,4.785342309, pc_20260303_153737_158.laz,4.779045375, 20260303-153737.149069,1.77252E+18,,0.04,0.15,0.18,10.07382774,10.25264673,10.90087759,10.28285994,10.25039006,9.913821042,10.3736959,10.18632612,-10.25264673,-10.90087759,-10.25039006,10.3736959,-594.29,6284.5,-2017.37
153737.2724,4.843303747, 20260303-15:37:37-250000,35.93917026,126.5488734,6.7733,4,1.3,371391960.1,159294216.2,264.304,4.880954485,-1042.05,10728.97,-1972.29,4.514,-34.161,6.279,95.716,5.5,-0.057,0.878,4.895934475,800,3.05,0,144,2.4,2.4,283.8,36,99,2.4,1.8,3,2,0,3,2,3,6,4,4.884323882, pc_20260303_153737_256.laz,4.8799895, 20260303-153737.249763,1.77252E+18,,-0.45,0.09,-0.05,9.952136439,10.29287106,10.80367117,10.33879816,10.25515722,9.87220849,10.37725159,10.19803513,-10.29287106,-10.80367117,-10.25515722,10.37725159,-594.29,6284.5,-2017.37
153737.3715,4.943262851, 20260303-15:37:37-350000,35.93917026,126.5488734,6.7739,4,1.4,371391960.3,159294215.9,264.293,4.980922829,-1042.14,10729.04,-1972.49,4.511,-34.158,6.281,95.717,5.5,-0.058,0.878,4.995064879,799.5,3.05,0,144,2.4,2.4,283.8,36,99,2.4,1.8,4,2,6,3,1,4,3,6,4.983803594, pc_20260303_153737_356.laz,4.981475466, 20260303-153737.351523,1.77252E+18,,-0.09,0.07,-0.2,9.952634749,10.2586158,10.96806482,10.30377259,10.29217313,9.838829846,10.37249292,10.23178663,-10.2586158,-10.96806482,-10.29217313,10.37249292,-594.29,6284.5,-2017.37
153737.4714,5.043833822, 20260303-15:37:37-450000,35.93917026,126.5488734,6.7737,4,1.5,371391960.3,159294215.4,264.295,5.080879099,-1042.2,10729.21,-1972.93,4.51,-34.15,6.286,95.718,5.5,-0.06,0.883,5.094813863,801,3.1,0,144,2.4,2.4,283.8,36,99,2.4,1.8,3,6,2,3,4,1,6,3,5.083898714, pc_20260303_153737_456.laz,5.088337694, 20260303-153737.457536,1.77252E+18,,-0.06,0.17,-0.44,9.894581337,10.33705049,10.90583549,10.28656343,10.26145992,9.902594531,10.40135584,10.22074623,-10.33705049,-10.90583549,-10.26145992,10.40135584,-594.29,6284.5,-2017.37
153737.5715,5.143981902, 20260303-15:37:37-550000,35.93917026,126.5488734,6.7746,4,1.5,371391960.1,159294215,264.29,5.180983576,-1041.9,10729.22,-1972.96,4.511,-34.151,6.288,95.716,5.5,-0.061,0.885,5.194717668,800.5,3.05,0,144,2.4,2.4,283.8,35.4,99,2.4,1.8,4,2,4,4,5,4,2,2,5.18401765, pc_20260303_153737_557.laz,5.181231873, 20260303-153737.551276,1.77252E+18,,0.3,0.01,-0.03,9.961593167,10.30193453,11.08266705,10.2304051,10.26980567,9.903278061,10.39389339,10.21991692,-10.30193453,-11.08266705,-10.26980567,10.39389339,-594.29,6284.5,-2017.37
153737.6714,5.244017942, 20260303-15:37:37-650000,35.93917026,126.5488734,6.7745,4,1.6,371391960.1,159294214.6,264.312,5.280884181,-1041.93,10729.45,-1972.95,4.505,-34.14,6.279,95.716,5.5,-0.06,0.881,5.294714851,800,3.1,0,144,2.4,2.4,283.8,36,99,2.4,1.8,3,2,4,3,2,2,4,8,5.283742729, pc_20260303_153737_656.laz,5.278786741, 20260303-153737.648769,1.77252E+18,,-0.03,0.23,0.01,9.902096468,10.32032003,10.96360744,10.30661976,10.2857567,9.867943714,10.39412809,10.21585638,-10.32032003,-10.96360744,-10.2857567,10.39412809,-594.29,6284.5,-2017.37
153737.7715,5.343438691, 20260303-15:37:37-750000,35.93917025,126.5488734,6.7741,4,1.8,371391959.5,159294214.6,264.307,5.380905616,-1041.75,10729.63,-1972.56,4.505,-34.138,6.286,95.715,5.5,-0.06,0.881,5.39507163,801,3.05,0,144,2.4,2.4,283.2,36,99,2.4,1.8,3,8,3,1,3,3,5,3,5.38371469, pc_20260303_153737_756.laz,5.377796277, 20260303-153737.747836,1.77252E+18,,0.18,0.18,0.39,9.951862085,10.28602854,11.09705882,10.27576076,10.2958422,9.855252021,10.38734286,10.21506151,-10.28602854,-11.09705882,-10.2958422,10.38734286,-594.29,6284.5,-2017.37
153737.8715,5.443409014, 20260303-15:37:37-850000,35.93917025,126.5488734,6.7736,4,1.9,371391959,159294214.6,264.313,5.480869922,-1041.86,10729.53,-1973.01,4.504,-34.137,6.282,95.716,5.5,-0.06,0.883,5.495012235,801,2.95,0,144,2.4,2.4,283.2,36,99,2.4,1.8,3,3,1,4,5,4,0,3,5.483817099, pc_20260303_153737_856.laz,5.481702798, 20260303-153737.851744,1.77252E+18,,-0.11,-0.1,-0.45,9.917985636,10.31858694,10.96251651,10.25441062,10.25862684,9.898512732,10.4027249,10.23024399,-10.31858694,-10.96251651,-10.25862684,10.4027249,-594.29,6284.5,-2017.37
153737.9717,5.544102582, 20260303-15:37:37-950000,35.93917025,126.5488734,6.7738,4,2,371391958.8,159294215.5,264.31,5.580907125,-1042.01,10729.65,-1972.71,4.505,-34.136,6.288,95.717,5.5,-0.061,0.883,5.594882055,799.5,3.1,0,144,2.4,2.4,283.2,35.4,99,2.4,1.8,4,2,5,2,2,3,3,6,5.584460521, pc_20260303_153737_957.laz,5.580061947, 20260303-153737.950102,1.77252E+18,,-0.15,0.12,0.3,9.890415418,10.3570725,10.94261568,10.29907698,10.26332648,9.895131606,10.40511737,10.19333019,-10.3570725,-10.94261568,-10.26332648,10.40511737,-594.29,6284.5,-2017.37
153738.0716,5.645298211, 20260303-15:37:38-050000,35.93917025,126.5488734,6.774,4,2,371391958.8,159294214.7,264.295,5.680913597,-1042.03,10729.77,-1972.53,4.51,-34.132,6.285,95.717,5.5,-0.061,0.888,5.695516474,801.5,3,0,144,2.4,2.4,283.2,35.4,99,2.4,1.8,4,8,7,7,2,6,4,3,5.683778198, pc_20260303_153738_056.laz,5.681316737, 20260303-153738.051322,1.77252E+18,,-0.02,0.12,0.18,9.943853839,10.37458561,10.91929851,10.24940108,10.21647186,9.957795011,10.41058917,10.18637937,-10.37458561,-10.91929851,-10.21647186,10.41058917,-594.29,6284.5,-2017.37
153738.1715,5.743932503, 20260303-15:37:38-150000,35.93917024,126.5488734,6.7744,4,2.2,371391958.1,159294215.3,264.302,5.780874676,-1042.17,10729.87,-1972.33,4.512,-34.129,6.283,95.717,5.5,-0.062,0.89,5.794947944,800,3.1,0,144,2.4,1.8,283.2,35.4,99,2.4,1.8,4,3,4,2,3,1,4,4,5.78406939, pc_20260303_153738_156.laz,5.78013558, 20260303-153738.150177,1.77252E+18,,-0.14,0.1,0.2,9.902883556,10.4195074,10.83734995,10.26132687,10.18891938,9.982910838,10.42211553,10.17171185,-10.4195074,-10.83734995,-10.18891938,10.42211553,-594.29,6284.5,-2017.37
153738.2715,5.844002085, 20260303-15:37:38-250000,35.93917024,126.5488734,6.7738,4,1.3,371391958.1,159294215.4,264.279,5.880912264,-1042.37,10729.98,-1972.01,4.509,-34.127,6.287,95.718,5.5,-0.06,0.887,5.895211632,799.5,3.15,0,144,2.4,1.8,282.6,35.4,99,2.4,1.8,5,2,3,6,6,2,4,7,5.883981851, pc_20260303_153738_256.laz,5.879537993, 20260303-153738.249570,1.77252E+18,,-0.2,0.11,0.32,9.953515248,10.37389321,10.79029066,10.27080429,10.21589807,9.9587352,10.41590849,10.18017875,-10.37389321,-10.79029066,-10.21589807,10.41590849,-594.29,6284.5,-2017.37
153738.3718,5.943671835, 20260303-15:37:38-350000,35.93917023,126.5488734,6.7746,4,1.4,371391957,159294215.5,264.278,5.980949158,-1042.45,10729.98,-1972.24,4.51,-34.127,6.29,95.719,5.5,-0.062,0.89,5.994797218,801,3.15,0,144,2.4,2.4,282.6,35.4,99,2.4,1.8,3,7,5,4,6,7,5,3,5.98412763, pc_20260303_153738_356.laz,5.978198399, 20260303-153738.348230,1.77252E+18,,-0.08,0,-0.23,9.896428536,10.40804599,10.87767706,10.24321507,10.19292376,9.982029924,10.42020295,10.1896943,-10.40804599,-10.87767706,-10.19292376,10.42020295,-594.29,6284.5,-2017.37
153738.4716,6.043696278, 20260303-15:37:38-450000,35.93917022,126.5488734,6.7739,4,1.5,371391956.4,159294216.6,264.299,6.080921925,-1042.35,10730.19,-1972.07,4.507,-34.121,6.292,95.718,5.5,-0.061,0.889,6.094798722,801,3.1,0,144,2.4,2.4,282.6,35.4,99,2.4,1.8,4,2,1,7,2,0,1,4,6.083939799, pc_20260303_153738_456.laz,6.078560618, 20260303-153738.448549,1.77252E+18,,0.1,0.21,0.17,9.950637817,10.37519858,10.89970265,10.24806577,10.21309281,9.967491137,10.40967684,10.18427024,-10.37519858,-10.89970265,-10.21309281,10.40967684,-594.29,6284.5,-2017.37
153738.5715,6.143919823, 20260303-15:37:38-550000,35.93917022,126.5488734,6.7749,4,1.5,371391956.2,159294217.2,264.306,6.180922711,-1042.19,10730.25,-1971.91,4.505,-34.12,6.291,95.717,5.5,-0.061,0.886,6.194686398,800,3.15,0,144,2.4,2.4,282.6,35.4,99,2.4,1.2,3,3,3,6,4,4,4,6,6.184284326, pc_20260303_153738_556.laz,6.180183484, 20260303-153738.550225,1.77252E+18,,0.16,0.06,0.16,9.946067085,10.3355333,10.99827083,10.24522228,10.24877132,9.922801402,10.40172174,10.20210559,-10.3355333,-10.99827083,-10.24877132,10.40172174,-594.29,6284.5,-2017.37
