ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp,Unnamed: 47,dx,dy,dz,pred_p_pilot_boom_up,pred_p_pilot_boom_down,pred_p_pilot_arm_in,pred_p_pilot_arm_out,pred_p_pilot_bkt_in,pred_p_pilot_bkt_out,pred_p_pilot_swing_left,pred_p_pilot_swing_right,pred_boom_duty,pred_arm_duty,pred_bucket_duty,pred_swing_duty,goal_bucket_x,goal_bucket_y,goal_bucket_z
153902.2715,89.84368477, 20260303-15:39:02-250000,35.93917017,126.5488734,6.7658,4,1.3,371391949.4,159294220.5,264.35,89.88131289,-351.45,3891.52,-929.85,38.317,-130.386,-29.057,95.623,5.5,-0.101,0.797,89.89519988,1594,27.5,0,114,6,31.2,78.6,24,37.2,6,5.4,211,0,1,182,385,0,4,2,89.88470727, pc_20260303_153902_257.laz,89.88055501, 20260303-153902.250596,1.77252E+18,,-12.54,127.24,25.16,64.417081,9.596542012,9.850624223,59.64539341,103.8111683,9.838349128,10.46777949,10.51044817,64.417081,59.64539341,-100,-10.51044817,-362.63,4005.06,-894.76
153902.3715,89.94354338, 20260303-15:39:02-350000,35.93917018,126.5488734,6.7667,4,1.4,371391950,159294219.6,264.346,89.98126576,-362.63,4005.06,-894.76,38.75,-128.123,-31.871,95.622,5.5,-0.1,0.804,89.99503415,1596.5,27.5,0,118.2,6,37.2,74.4,29.4,42,6,5.4,212,0,2,156,385,0,4,3,89.98382648, pc_20260303_153902_356.laz,89.97940218, 20260303-153902.349446,1.77252E+18,,-11.18,113.54,35.09,65.84626832,9.959723669,10.24372138,55.13146009,104.3469155,9.855272539,10.52937845,10.54068096,65.84626832,55.13146009,-100,-10.54068096,-362.63,4005.06,-894.76
153902.4714,90.04360955, 20260303-15:39:02-450000,35.93917018,126.5488734,6.7668,4,1.5,371391950.4,159294219.2,264.363,90.08124475,-371.41,4089.44,-849.14,39.188,-126.249,-34.573,95.627,5.5,-0.097,0.818,90.09545478,1598,25.25,0,121.8,5.4,46.8,64.8,36,46.8,6,5.4,212,6,0,125,385,2,0,6,90.08352578, pc_20260303_153902_456.laz,90.08664087, 20260303-153902.456640,1.77252E+18,,-8.78,84.38,45.62,67.06121326,10.20911768,10.2284767,47.3990927,103.56188,10.19090867,10.12482034,10.46884989,67.06121326,47.3990927,-100,-10.46884989,,,
153902.5715,90.14346441, 20260303-15:39:02-550000,35.9391702,126.5488734,6.7669,4,1.5,371391952.5,159294218.5,264.348,90.18123925,-374.18,4114.89,-786.61,39.68,-125.162,-37.096,95.629,5.5,-0.1,0.83,90.19532246,1595.5,21.95,0,124.2,4.8,54.6,59.4,43.8,52.8,6,5.4,214,0,1,87,384,0,2,4,90.18395793, pc_20260303_153902_556.laz,90.17886402, 20260303-153902.548843,1.77252E+18,,-2.77,25.45,62.53,65.21129436,10.71871405,9.471574802,36.12252534,98.14176184,10.1582188,10.32606278,10.96383617,65.21129436,36.12252534,-98.14176184,-10.96383617,,,
153902.6714,90.24431773, 20260303-15:39:02-650000,35.93917022,126.5488734,6.7681,4,1.6,371391955.1,159294218.1,264.357,90.28127785,-370.27,4074.13,-702.46,40.203,-124.822,-39.843,95.629,5.5,-0.098,0.815,90.29534972,1591,20.65,0,124.2,4.2,56.4,72,45.6,56.4,6.6,5.4,208,0,2,17,381,1,6,3,90.28495006, pc_20260303_153902_657.laz,90.28172869, 20260303-153902.651770,1.77252E+18,,3.91,-40.76,84.15,59.10205128,10.33569163,9.854395659,22.34673716,85.56124051,10.1684065,10.15918947,9.272390383,59.10205128,22.34673716,-85.56124051,10.15918947,,,
153902.7715,90.34342522, 20260303-15:39:02-750000,35.93917022,126.5488734,6.7681,4,1.8,371391954.7,159294219.5,264.353,90.38126364,-362.03,3989.75,-599.02,40.778,-124.937,-42.907,95.628,5.5,-0.106,0.796,90.39526918,1590.5,13.4,0,115.2,3.6,53.4,88.2,39.6,51.6,6.6,6,200,9,0,8,236,0,0,4,90.38371166, pc_20260303_153902_756.laz,90.39498146, 20260303-153902.764743,1.77252E+18,,8.24,-84.38,103.44,54.43557869,10.21982762,11.44503383,15.32149235,74.17322132,9.58801411,9.140302876,10.11152663,54.43557869,15.32149235,-74.17322132,-10.11152663,,,
153902.8715,90.44434845, 20260303-15:39:02-850000,35.93917018,126.5488734,6.7635,4,1.9,371391950.7,159294220.2,264.328,90.48123995,-353.4,3897.56,-493.75,41.22,-125.111,-46.143,95.632,5.5,-0.101,0.733,90.49543565,1580,11.55,0,105.6,3,44.4,109.2,30.6,44.4,6.6,5.4,184,0,0,7,222,1,0,2,90.48391041, pc_20260303_153902_856.laz,90.47981635, 20260303-153902.849823,1.77252E+18,,8.63,-92.19,105.27,52.26548859,9.826903919,9.993916971,13.66124811,75.23643298,9.069552606,9.178638612,9.484775512,52.26548859,13.66124811,-75.23643298,-9.484775512,,,
153902.9715,90.54395187, 20260303-15:39:02-950000,35.93917015,126.5488735,6.7608,4,2,371391947.2,159294222.1,264.319,90.58126488,-346.7,3825.56,-396.88,41.601,-125.043,-49.399,95.635,5.5,-0.104,0.732,90.59536896,1558.5,13.2,0,100.8,3,42.6,113.4,26.4,40.2,6,5.4,185,0,1,7,244,0,5,5,90.58389514, pc_20260303_153902_956.laz,90.57902558, 20260303-153902.949069,1.77252E+18,,6.7,-72,96.87,53.02303787,9.24956184,8.477846785,17.02047666,79.34179827,9.417518214,8.82940503,10.12522569,53.02303787,17.02047666,-79.34179827,-10.12522569,,,
153903.0715,90.64486218, 20260303-15:39:03-050000,35.93917015,126.5488734,6.761,4,2,371391947.4,159294221.3,264.304,90.68130036,-340.79,3763.32,-314.47,41.891,-124.999,-52.252,95.636,5.5,-0.102,0.772,90.69575477,1552,15.35,0,103.8,3,45.6,108,31.2,43.2,6,5.4,183,10,0,5,264,0,1,2,90.68439361, pc_20260303_153903_056.laz,90.68274601, 20260303-153903.052778,1.77252E+18,,5.91,-62.24,82.41,55.68496506,9.427782502,8.561536567,18.19294797,81.80807596,9.676417894,9.364210067,9.25221527,55.68496506,18.19294797,-81.80807596,9.364210067,,,
153903.1717,90.74397866, 20260303-15:39:03-150000,35.93917019,126.5488734,6.7651,4,1.1,371391951.7,159294220.3,264.308,90.78126789,-334.4,3694.6,-226.21,42.09,-124.993,-55.375,95.64,5.5,-0.101,0.79,90.79554037,1558.5,16,0,112.2,2.4,47.4,104.4,38.4,49.2,6,4.8,181,0,2,3,263,0,0,2,90.78389791, pc_20260303_153903_156.laz,90.78106308, 20260303-153903.151073,1.77252E+18,,6.39,-68.72,88.26,56.36369414,9.767912786,8.578232712,14.4877328,79.31190041,9.542785384,9.783242763,8.838144189,56.36369414,14.4877328,-79.31190041,9.783242763,,,
153903.2715,90.84380009, 20260303-15:39:03-250000,35.93917021,126.5488734,6.7678,4,1.3,371391954.1,159294221.1,264.335,90.88123685,-327.08,3619.22,-122.69,42.295,-125.009,-58.931,95.639,5.5,-0.107,0.813,90.89517594,1553,15.1,0,120.6,3,46.8,104.4,44.4,57,5.4,4.8,178,1,1,0,257,1,5,4,90.88329611, pc_20260303_153903_255.laz,90.87970176, 20260303-153903.249746,1.77252E+18,,7.32,-75.38,103.52,56.16957922,9.834284096,8.543490753,13.75440609,74.64343584,9.57817162,9.387480337,10.42615257,56.16957922,13.75440609,-74.64343584,-10.42615257,,,
153903.3715,90.94349808, 20260303-15:39:03-350000,35.93917021,126.5488734,6.7672,4,1.4,371391953.5,159294221.1,264.356,90.98123335,-319.83,3543.95,-1.64,42.512,-124.998,-62.872,95.639,5.5,-0.095,0.792,90.99519735,1556.5,15.8,0,124.2,3,46.8,105.6,48,61.2,5.4,4.8,178,7,0,2,258,1,1,2,90.98357304, pc_20260303_153903_356.laz,90.98618504, 20260303-153903.356185,1.77252E+18,,7.25,-75.27,121.05,57.48740337,10.30650828,9.33001554,9.12074565,76.16393597,8.908019516,10.8336602,8.317865111,57.48740337,-9.33001554,-76.16393597,10.8336602,,,
153903.4715,91.04339753, 20260303-15:39:03-450000,35.93917021,126.5488734,6.7659,4,1.5,371391953.1,159294220,264.351,91.08136554,-312.83,3471.68,132.17,42.833,-125.006,-66.922,95.637,5.5,-0.101,0.794,91.09518737,1556,15.35,0,122.4,3,46.2,106.2,48.6,61.8,5.4,4.2,179,2,2,1,252,0,3,2,91.084881, pc_20260303_153903_457.laz,91.08491739, 20260303-153903.454964,1.77252E+18,,7,-72.27,133.81,56.57787057,10.16002017,9.389974587,8.938325836,71.84941713,9.138366592,9.884985403,10.29759125,56.57787057,-9.389974587,-71.84941713,-10.29759125,,,
153903.5714,91.14356348, 20260303-15:39:03-550000,35.93917021,126.5488734,6.7666,4,1.5,371391953.3,159294219.6,264.356,91.181233,-306.48,3406.43,272.3,43.182,-125.007,-70.986,95.634,5.5,-0.1,0.788,91.19559055,1555.5,14.9,0,118.2,3,45.6,106.8,48.6,60.6,4.8,4.2,176,0,0,2,252,0,3,3,91.18390116, pc_20260303_153903_556.laz,91.189769, 20260303-153903.559815,1.77252E+18,,6.35,-65.25,140.13,57.71072865,10.08355499,9.407034086,8.208999768,70.86885933,9.273014934,9.925018219,10.20545509,57.71072865,-9.407034086,-70.86885933,-10.20545509,,,
153903.6722,91.24345765, 20260303-15:39:03-650000,35.93917019,126.5488734,6.7664,4,1.6,371391951.6,159294219.7,264.382,91.28128895,-300.99,3350.36,412.26,43.506,-124.992,-74.97,95.63,5.5,-0.104,0.774,91.2962445,1557.5,15.1,0,115.2,3,45.6,106.8,49.2,59.4,4.8,3.6,176,8,0,0,249,0,0,2,91.28370696, pc_20260303_153903_656.laz,91.27869787, 20260303-153903.648694,1.77252E+18,,5.49,-56.07,139.96,58.24001557,9.886565101,9.254527657,8.730779755,69.22542121,9.755498093,9.143428897,10.85952567,58.24001557,-9.254527657,-69.22542121,-10.85952567,,,
153903.7715,91.34405122, 20260303-15:39:03-750000,35.93917019,126.5488734,6.7669,4,0.8,371391950.8,159294219.8,264.408,91.38124356,-296.18,3300.83,553.79,43.852,-124.992,-78.894,95.628,5.5,-0.097,0.776,91.39538409,1554.5,14.7,0,114,3,45.6,106.8,51,60,4.2,3.6,174,0,5,2,247,0,0,2,91.3840434, pc_20260303_153903_756.laz,91.37908691, 20260303-153903.749127,1.77252E+18,,4.81,-49.53,141.53,62.02240181,9.950215858,9.120779926,7.68488957,69.04508984,9.581706632,10.30206369,8.98198174,62.02240181,-9.120779926,-69.04508984,10.30206369,,,
153903.8715,91.44343561, 20260303-15:39:03-850000,35.93917018,126.5488734,6.7672,4,0.9,371391950.2,159294221.3,264.404,91.48126365,-292.04,3257.78,697.83,44.19,-124.997,-82.828,95.625,5.5,-0.101,0.778,91.49524917,1554,14.85,0,114.6,3,45.6,106.8,54.6,62.4,4.2,3.6,175,0,1,2,222,0,4,1,91.48411788, pc_20260303_153903_856.laz,91.48094566, 20260303-153903.850938,1.77252E+18,,4.14,-43.05,144.04,64.55447855,9.911070871,9.353009896,8.048043473,62.5632002,9.663444509,9.498488375,10.29926702,64.55447855,-9.353009896,-62.5632002,-10.29926702,,,
153903.9715,91.54365209, 20260303-15:39:03-950000,35.93917017,126.5488734,6.766,4,0.9,371391949.5,159294221.4,264.398,91.58129267,-288.94,3222.3,844.3,44.529,-124.991,-86.788,95.627,5.5,-0.105,0.784,91.59508463,1547,16.1,0,116.4,3,45.6,106.2,61.2,69,3.6,3,203,12,0,4,182,1,0,3,91.58380251, pc_20260303_153903_957.laz,91.58021588, 20260303-153903.950232,1.77252E+18,,3.1,-35.48,146.47,67.49760504,10.06942556,9.481318369,8.419195983,54.27029681,9.761040378,8.713811037,11.91009,67.49760504,-9.481318369,-54.27029681,-11.91009,,,
153904.0715,91.6445638, 20260303-15:39:04-050000,35.93917017,126.5488735,6.7647,4,1,371391949.3,159294222.3,264.404,91.68132645,-286.35,3193.28,994.96,44.882,-124.989,-90.784,95.629,5.5,-0.098,0.778,91.69584872,1546.5,16.85,0,120,3,45.6,106.2,68.4,79.2,3.6,3,258,6,1,1,148,0,0,5,91.68425458, pc_20260303_153904_056.laz,91.68292147, 20260303-153904.052963,1.77252E+18,,2.59,-29.02,150.66,70.68957467,10.0909513,9.421813125,6.757539737,53.53451543,9.698214606,9.741456027,10.71240042,70.68957467,-9.421813125,-53.53451543,-10.71240042,,,
153904.1715,91.7435152, 20260303-15:39:04-150000,35.93917017,126.5488735,6.7662,4,1.1,371391948.8,159294222.3,264.396,91.78125021,-284.49,3170.66,1138.17,45.37,-124.993,-94.383,95.629,5.5,-0.102,0.821,91.79574625,1534.5,31.95,0,142.2,3,44.4,109.2,83.4,108,3.6,3,287,2,0,2,101,0,4,0,91.78372266, pc_20260303_153904_156.laz,91.77935695, 20260303-153904.149394,1.77252E+18,,1.86,-22.62,143.21,77.09808671,10.4769554,8.881212889,8.583130949,41.19652055,9.291664426,9.776321757,12.90810156,77.09808671,-8.881212889,-41.19652055,-12.90810156,,,
153904.2718,91.84357003, 20260303-15:39:04-250000,35.9391702,126.5488734,6.7679,4,1.3,371391952.2,159294221.8,264.37,91.88130389,-282.47,3146.63,1252.83,46.309,-125.009,-96.468,95.63,5.5,-0.105,0.913,91.89541732,1552.5,31.8,0,165.6,4.2,40.2,116.4,104.4,156.6,4.2,3.6,354,2,2,0,87,0,2,1,91.88474119, pc_20260303_153904_257.laz,91.88059411, 20260303-153904.250603,1.77252E+18,,2.02,-24.03,114.66,86.50162914,10.53605341,9.255989366,12.75106801,31.43813047,8.569664701,11.54250624,13.0803605,86.50162914,12.75106801,-31.43813047,-13.0803605,,,
153904.3715,91.9432777, 20260303-15:39:04-350000,35.93917026,126.5488734,6.7703,4,1.4,371391958.8,159294220.1,264.285,91.98124537,-280.85,3124.95,1331.91,47.643,-124.827,-96.778,95.636,5.5,-0.109,0.869,91.99515578,1586,33.45,0,171,5.4,43.8,109.8,129,180.6,4.8,3.6,340,0,4,1,81,0,0,3,91.98391144, pc_20260303_153904_356.laz,91.97719509, 20260303-153904.347230,1.77252E+18,,1.62,-21.68,79.08,83.02044053,10.18784294,9.728709851,12.36999946,32.19556584,9.242483125,9.62092713,10.6926805,83.02044053,12.36999946,-32.19556584,-10.6926805,,,
153904.4715,92.04344092, 20260303-15:39:04-450000,35.93917023,126.5488734,6.7624,4,1.5,371391956.5,159294220.2,264.313,92.08127759,-278.46,3090.67,1425.21,49.39,-124.672,-96.885,95.653,5.5,-0.104,0.841,92.09523028,1623,31.1,0,157.8,6,49.8,98.4,141.6,192,4.8,4.2,325,0,0,0,73,3,3,0,92.08419994, pc_20260303_153904_456.laz,92.08079517, 20260303-153904.450745,1.77252E+18,,2.39,-34.28,93.3,82.76991597,9.987242055,10.61570099,9.93983736,27.4188642,9.393369489,10.29257801,9.420370628,82.76991597,-10.61570099,-27.4188642,10.29257801,,,
153904.5717,92.14428856, 20260303-15:39:04-550000,35.9391702,126.5488735,6.7556,4,1.5,371391952.7,159294222,264.294,92.18127191,-273.05,3032.18,1532.3,51.304,-124.802,-96.972,95.657,5.5,-0.103,0.784,92.19529086,1646.5,30.95,0,142.8,7.8,49.2,99,144.6,199.8,5.4,4.2,269,4,1,2,67,0,1,3,92.18414953, pc_20260303_153904_556.laz,92.17955079, 20260303-153904.549528,1.77252E+18,,5.41,-58.49,107.09,77.67542018,9.879322729,10.60479061,8.166482428,21.74457312,9.429691856,9.701091792,8.589049757,77.67542018,-10.60479061,-21.74457312,9.701091792,,,
153904.6714,92.24416579, 20260303-15:39:04-650000,35.93917017,126.5488735,6.7548,4,1.6,371391949.9,159294222,264.287,92.28138599,-266.55,2965.41,1648.09,53.331,-124.946,-97.255,95.656,5.5,-0.101,0.752,92.29664213,1659,29.2,0,135,8.4,41.4,114,140.4,211.2,5.4,4.8,247,0,0,0,35,0,1,0,92.28509947, pc_20260303_153904_657.laz,92.28534745, 20260303-153904.655346,1.77252E+18,,6.5,-66.77,115.79,74.82060618,9.613994912,10.87174677,6.552881164,18.22108889,9.469706987,9.836788013,8.770684013,74.82060618,-10.87174677,-18.22108889,9.836788013,,,
153904.7714,92.34518454, 20260303-15:39:04-750000,35.93917019,126.5488735,6.7548,4,0.8,371391951.4,159294221.6,264.29,92.38127475,-261.3,2908.3,1747.6,55.531,-124.851,-97.087,95.659,5.5,-0.104,0.795,92.39652357,1655.5,30.05,0,133.8,7.8,41.4,114,141,211.8,5.4,4.8,230,0,0,2,12,0,3,0,92.38410299, pc_20260303_153904_756.laz,92.3859236, 20260303-153904.755875,1.77252E+18,,5.25,-57.11,99.51,77.63478611,9.40172879,12.07471268,8.508574805,8.999968548,9.465427505,11.04118998,10.30950989,77.63478611,-12.07471268,9.465427505,11.04118998,,,
153904.8715,92.44318437, 20260303-15:39:04-850000,35.9391702,126.5488734,6.7563,4,0.9,371391952.5,159294218.4,264.338,92.48125453,-255.74,2854.26,1847.19,57.189,-124.705,-97.282,95.657,5.5,-0.097,0.499,92.49662108,1656,28,0,145.8,6,47.4,102.6,139.2,215.4,6,4.8,196,1,3,1,5,7,0,2,92.48379398, pc_20260303_153904_856.laz,92.47861937, 20260303-153904.848621,1.77252E+18,,5.56,-54.04,99.59,54.22403426,8.426389584,8.324095523,6.594045312,10.77286982,10.39289129,10.20387819,10.31381533,54.22403426,-8.324095523,-10.77286982,-10.31381533,,,
153904.9714,92.54406348, 20260303-15:39:04-950000,35.93917005,126.5488734,6.7436,4,0.9,371391936.8,159294220,264.272,92.58127992,-250.2,2791.53,1909.53,58.425,-125.037,-97.054,95.67,5.5,-0.095,0.35,92.59587636,1659.5,12.2,0,151.8,6,42.6,112.2,139.2,215.4,6,5.4,164,0,0,0,5,2,0,0,92.58339999, pc_20260303_153904_956.laz,92.58344986, 20260303-153904.953439,1.77252E+18,,5.54,-62.73,62.34,52.43012663,9.595999826,10.09984457,9.919221174,10.80947189,9.872712964,9.093401864,8.511106579,52.43012663,-10.09984457,-10.80947189,9.093401864,,,
153905.0715,92.64457918, 20260303-15:39:05-050000,35.93916994,126.5488735,6.7359,4,1,371391924.7,159294220.9,264.218,92.68135144,-245.93,2747.4,1980.8,59.263,-125.16,-98.038,95.664,5.5,-0.102,0.362,92.69550736,1629.5,11.55,0,150,6.6,32.4,132.6,127.8,234,6,5.4,145,0,2,0,4,2,0,0,92.68500594, pc_20260303_153905_057.laz,92.68108019, 20260303-153905.051125,1.77252E+18,,4.27,-44.13,71.27,49.15989726,9.235855365,9.195275431,10.89260952,9.324633829,10.78980175,7.16052226,9.410575958,49.15989726,10.89260952,10.78980175,-9.410575958,,,
153905.1715,92.74378032, 20260303-15:39:05-150000,35.93917,126.5488735,6.7406,4,1.1,371391930.5,159294220.9,264.212,92.78127374,-244.38,2739.67,1979.59,59.836,-125.129,-97.346,95.658,5.5,-0.088,0.467,92.7951388,1620.5,11.95,0,140.4,6.6,31.8,133.8,129,231.6,6,4.8,117,2,0,0,4,0,4,4,92.78297687, pc_20260303_153905_155.laz,92.78192902, 20260303-153905.151971,1.77252E+18,,1.55,-7.73,-1.21,27.60481324,9.897533714,11.41964102,10.93623275,11.14579892,8.628666428,11.04032904,7.463628931,27.60481324,-11.41964102,-11.14579892,11.04032904,,,
153905.2714,92.84328133, 20260303-15:39:05-250000,35.93917012,126.5488734,6.7523,4,1.3,371391943.4,159294220.6,264.215,92.88125649,-245.33,2755.18,1966.08,60.133,-124.874,-96.792,95.631,5.5,-0.109,0.615,92.89560292,1620.5,10.3,0,132,7.8,42,113.4,141,212.4,6,4.8,85,0,5,0,3,2,0,0,92.88311276, pc_20260303_153905_255.laz,92.88290393, 20260303-153905.252934,1.77252E+18,,-0.95,15.51,-13.51,8.83539187,10.00172037,9.556230924,11.08022803,12.18015516,10.93185654,8.371857121,9.043912976,-10.00172037,11.08022803,-12.18015516,-9.043912976,,,
153905.3722,92.94312255, 20260303-15:39:05-350000,35.9391702,126.5488734,6.7594,4,1.4,371391952.1,159294218.5,264.303,92.98127312,-243.22,2742.76,1972.69,60.269,-125.031,-96.845,95.606,5.4,-0.118,0.673,92.99634784,1622.5,8.65,0,126,15.6,44.4,108.6,142.8,209.4,6,4.2,22,0,0,0,1,8,0,0,92.98296439, pc_20260303_153905_355.laz,92.98141547, 20260303-153905.351460,1.77252E+18,,2.11,-12.42,6.61,13.59680673,9.249274117,8.999895929,11.69083356,7.847080972,10.29148323,7.430027085,9.460753483,13.59680673,11.69083356,10.29148323,-9.460753483,,,
153905.4715,93.04379147, 20260303-15:39:05-450000,35.93917021,126.5488734,6.7589,4,1.5,371391953.7,159294217.9,264.359,93.0812706,-241.79,2727.7,1992.78,60.214,-125.183,-97.406,95.618,5.5,-0.102,0.604,93.0957107,1591.5,0,0,124.2,15,35.4,126,136.2,219,5.4,4.2,11,5,1,1,2,1,0,1,93.08342807, pc_20260303_153905_456.laz,93.08144274, 20260303-153905.451431,1.77252E+18,,1.43,-15.06,20.09,17.8684238,8.981455126,8.507731695,8.57891008,7.599123379,8.746944506,11.84833155,8.930507263,17.8684238,8.57891008,8.746944506,11.84833155,,,
153905.5715,93.14428117, 20260303-15:39:05-550000,35.93917015,126.5488734,6.7524,4,1.5,371391947.4,159294221.7,264.325,93.18124997,-242.83,2732.67,1984.5,60.294,-125.113,-97.064,95.631,5.5,-0.1,0.612,93.19528503,1551,3.7,0,121.2,25.2,34.8,127.8,135.6,219.6,4.8,4.2,6,1,0,0,5,0,4,0,93.18350341, pc_20260303_153905_556.laz,93.18130834, 20260303-153905.551358,1.77252E+18,,-1.04,4.97,-8.28,9.346940468,9.328561339,9.32844288,9.165476584,9.803615037,9.256118333,14.4653537,8.352922302,9.346940468,-9.32844288,-9.803615037,14.4653537,,,
153905.6714,93.24396503, 20260303-15:39:05-650000,35.93917013,126.5488735,6.7548,4,1.6,371391944.5,159294224.2,264.306,93.28124827,-243.79,2743.54,1981.05,60.307,-124.935,-96.99,95.623,5.5,-0.109,0.614,93.2954578,1578,4.7,0,119.4,34.2,42,112.8,140.4,211.8,4.2,3.6,3,0,2,0,2,0,0,0,93.28325646, pc_20260303_153905_656.laz,93.28242348, 20260303-153905.652455,1.77252E+18,,-0.96,10.87,-3.45,9.004607404,9.535093929,9.305053068,10.15635462,11.01104453,9.830249272,9.588913925,9.108848162,-9.535093929,10.15635462,-11.01104453,9.588913925,,,
153905.7714,93.3432858, 20260303-15:39:05-750000,35.93917014,126.5488734,6.7551,4,1.8,371391946.5,159294222,264.341,93.38125634,-243.21,2735.08,1980.84,60.251,-125.107,-97.018,95.631,5.5,-0.105,0.615,93.39649345,1567.5,4.55,0,120,31.8,38.4,118.8,139.2,213,4.2,3.6,4,4,1,0,1,1,0,1,93.38357646, pc_20260303_153905_756.laz,93.38194318, 20260303-153905.751983,1.77252E+18,,0.58,-8.46,-0.21,11.21418193,9.171104185,9.074727962,9.130520983,8.967399865,8.763443146,11.44630578,8.750265338,11.21418193,9.130520983,-8.967399865,11.44630578,,,
153905.8715,93.44400063, 20260303-15:39:05-850000,35.93917016,126.5488735,6.7558,4,1.9,371391947.9,159294222.6,264.362,93.48126915,-243.71,2734.05,1983.2,60.215,-125.13,-97.162,95.641,5.5,-0.108,0.633,93.4958103,1562,4.95,0,122.4,18,34.2,127.2,135.6,219,4.2,3,2,0,0,0,0,0,3,0,93.48453667, pc_20260303_153905_857.laz,93.48154842, 20260303-153905.851592,1.77252E+18,,-0.5,-1.03,2.36,10.29248674,9.446044996,8.64574981,9.993548413,9.028462892,9.405111645,12.17507745,8.975390387,10.29248674,9.993548413,9.405111645,12.17507745,,,
153905.9716,93.54345461, 20260303-15:39:05-950000,35.93917017,126.5488735,6.7565,4,2,371391949,159294222.1,264.317,93.58125599,-245.07,2745.25,1974.11,60.226,-124.977,-96.905,95.643,5.5,-0.113,0.632,93.59531928,1563,4.8,0,122.4,16.2,39.6,117,138.6,213,3.6,3,2,0,1,0,0,0,2,0,93.58408119, pc_20260303_153905_956.laz,93.57954954, 20260303-153905.949574,1.77252E+18,,-1.36,11.2,-9.09,7.520163463,9.704805474,9.279173969,10.4887298,10.78580923,10.84700932,9.085337643,9.163720826,-9.704805474,10.4887298,10.84700932,-9.163720826,,,
153906.0714,93.64386079, 20260303-15:39:06-050000,35.93917015,126.5488735,6.7566,4,2,371391947.8,159294222.1,264.352,93.68126982,-244.9,2740.89,1975.36,60.257,-125.037,-96.887,95.647,5.5,-0.114,0.636,93.69519281,1559,5.45,0,122.4,18.6,40.8,114,141,210,3.6,3,1,2,0,3,0,0,0,2,93.68423908, pc_20260303_153906_056.laz,93.67940218, 20260303-153906.049439,1.77252E+18,,0.17,-4.36,1.25,9.810946569,9.446283407,8.754434877,10.37784576,9.113653335,9.693306698,8.872735948,9.330358654,9.810946569,10.37784576,9.693306698,-9.330358654,,,
153906.1714,93.74354197, 20260303-15:39:06-150000,35.93917015,126.5488735,6.7556,4,1.1,371391947.1,159294222.6,264.37,93.78125926,-244.03,2733.86,1984.42,60.225,-125.114,-97.154,95.649,5.5,-0.107,0.608,93.79525186,1560.5,4.9,0,121.8,21.6,36,124.2,136.2,217.8,3,2.4,2,0,0,0,1,2,3,0,93.7838421, pc_20260303_153906_156.laz,93.7811424, 20260303-153906.151197,1.77252E+18,,0.87,-7.03,9.06,12.41585744,9.189198283,8.701970333,9.41881285,8.931574176,8.732758861,10.17088233,9.241696335,12.41585744,9.41881285,-8.931574176,10.17088233,,,
153906.2715,93.84351162, 20260303-15:39:06-250000,35.93917013,126.5488735,6.7547,4,1.3,371391945,159294223.4,264.344,93.88126424,-244.62,2738.82,1980.51,60.262,-125.038,-97.016,95.645,5.5,-0.114,0.619,93.89538802,1559.5,5.05,0,120.6,27,36.6,122.4,136.2,216.6,3,2.4,0,0,2,2,2,0,0,0,93.88435069, pc_20260303_153906_257.laz,93.88340957, 20260303-153906.253443,1.77252E+18,,-0.59,4.96,-3.91,8.380221391,9.477315485,9.335731885,10.14128779,10.4567279,10.07083534,7.737463947,9.33474508,-9.477315485,10.14128779,-10.4567279,-9.33474508,,,
153906.3716,93.94309197, 20260303-15:39:06-350000,35.93917013,126.5488735,6.7547,4,1.4,371391944.6,159294222.5,264.368,93.98125452,-244.7,2741.64,1976.78,60.263,-125.01,-96.912,95.645,5.5,-0.11,0.624,93.99543408,1557,4.9,0,120,28.8,40.2,114.6,138.6,212.4,3,2.4,1,0,0,0,0,0,3,3,93.98347248, pc_20260303_153906_356.laz,93.98143316, 20260303-153906.351432,1.77252E+18,,-0.08,2.82,-3.73,8.931006661,9.428506096,9.107626095,9.877176746,9.88135165,9.568330749,9.774837053,9.116282116,-9.428506096,9.877176746,-9.88135165,9.774837053,,,
